feature,x,score
num_routes_served,6.5,0.67557
num_routes_served,7.5,0.85904
num_routes_served,8.5,1.01595
num_routes_served,9.5,1.22649
num_routes_served,12.5,1.61207
num_routes_served,17.0,1.8499
is_terminal,0.0,-0.06288
is_terminal,0.5,0.46765
avg_dwell_time_sec,0.0,-0.25655
avg_dwell_time_sec,1.6265060240963856,-0.25288
avg_dwell_time_sec,3.5312679288582904,-0.24965
avg_dwell_time_sec,3.9150711831124205,-0.24729
avg_dwell_time_sec,4.05576382380506,-0.24388
avg_dwell_time_sec,4.439071566731141,-0.23721
avg_dwell_time_sec,5.107184860472576,-0.23058
avg_dwell_time_sec,5.587819336201968,-0.22612
avg_dwell_time_sec,7.182762135303861,-0.22103
avg_dwell_time_sec,9.813097794261175,-0.21541
avg_dwell_time_sec,11.559633027522935,-0.21081
avg_dwell_time_sec,13.555045871559633,-0.20638
avg_dwell_time_sec,15.872093023255815,-0.20308
avg_dwell_time_sec,17.7379466817924,-0.19732
avg_dwell_time_sec,19.008710801393725,-0.19312
avg_dwell_time_sec,19.642857142857142,-0.18998
avg_dwell_time_sec,25.0,-0.18596
avg_dwell_time_sec,31.0,-0.17711
avg_dwell_time_sec,33.14285714285714,-0.14441
avg_dwell_time_sec,34.64285714285714,-0.13239
avg_dwell_time_sec,37.9375,-0.12727
avg_dwell_time_sec,41.21798780487805,-0.12269
avg_dwell_time_sec,43.021867115222875,-0.11798
avg_dwell_time_sec,44.741379310344826,-0.11446
avg_dwell_time_sec,45.47029702970297,-0.10961
avg_dwell_time_sec,47.75290572535515,-0.10509
avg_dwell_time_sec,49.78260869565217,-0.10083
avg_dwell_time_sec,50.16129032258064,-0.09671
avg_dwell_time_sec,50.87557603686636,-0.09152
avg_dwell_time_sec,51.62337662337663,-0.08739
avg_dwell_time_sec,52.15909090909091,-0.08189
avg_dwell_time_sec,52.77173913043478,-0.07773
avg_dwell_time_sec,53.27849588719154,-0.0725
avg_dwell_time_sec,54.44906444906445,-0.06857
avg_dwell_time_sec,56.34399308556612,-0.06286
avg_dwell_time_sec,57.74259448416751,-0.05945
avg_dwell_time_sec,58.51398601398601,-0.05292
avg_dwell_time_sec,59.42307692307692,-0.0473
avg_dwell_time_sec,60.81081081081081,-0.04281
avg_dwell_time_sec,62.31081081081081,-0.03852
avg_dwell_time_sec,63.435483870967744,-0.03392
avg_dwell_time_sec,64.00444938820912,-0.02925
avg_dwell_time_sec,64.79623824451411,-0.02331
avg_dwell_time_sec,65.54228613209847,-0.02019
avg_dwell_time_sec,66.2800589975309,-0.01569
avg_dwell_time_sec,67.04302724408132,-0.01199
avg_dwell_time_sec,67.49102512963702,-0.00794
avg_dwell_time_sec,67.91304347826087,-0.00267
avg_dwell_time_sec,69.3076923076923,0.00144
avg_dwell_time_sec,70.76223776223776,0.00434
avg_dwell_time_sec,71.07954545454545,0.00752
avg_dwell_time_sec,71.625,0.01095
avg_dwell_time_sec,72.25,0.01382
avg_dwell_time_sec,72.90024630541872,0.01649
avg_dwell_time_sec,73.94191297208539,0.02022
avg_dwell_time_sec,74.88660337552741,0.01906
avg_dwell_time_sec,75.45901437876367,0.01959
avg_dwell_time_sec,75.75881451200817,0.02231
avg_dwell_time_sec,75.99473684210525,0.02576
avg_dwell_time_sec,76.225,0.02962
avg_dwell_time_sec,76.69642857142857,0.03308
avg_dwell_time_sec,77.16491056113698,0.03549
avg_dwell_time_sec,77.34348198970841,0.03864
avg_dwell_time_sec,78.53609625668449,0.04396
avg_dwell_time_sec,79.78609625668449,0.04779
avg_dwell_time_sec,80.51546391752578,0.05134
avg_dwell_time_sec,81.56809549647315,0.05576
avg_dwell_time_sec,82.51330573625074,0.05949
avg_dwell_time_sec,83.96067415730337,0.06294
avg_dwell_time_sec,85.08064516129032,0.06801
avg_dwell_time_sec,85.21222410865875,0.07087
avg_dwell_time_sec,85.60776942355889,0.07418
avg_dwell_time_sec,87.57078507078506,0.07855
avg_dwell_time_sec,89.5945945945946,0.08307
avg_dwell_time_sec,90.30612244897961,0.08644
avg_dwell_time_sec,92.26264418811004,0.0904
avg_dwell_time_sec,94.64882943143814,0.0941
avg_dwell_time_sec,96.16364527192553,0.09769
avg_dwell_time_sec,97.22133757961782,0.1017
avg_dwell_time_sec,98.20945945945945,0.10532
avg_dwell_time_sec,99.45945945945945,0.10885
avg_dwell_time_sec,100.57142857142857,0.11353
avg_dwell_time_sec,101.57142857142857,0.11633
avg_dwell_time_sec,102.07142857142857,0.1189
avg_dwell_time_sec,102.8134498480243,0.12166
avg_dwell_time_sec,104.24202127659575,0.12513
avg_dwell_time_sec,105.54347826086956,0.12866
avg_dwell_time_sec,108.30663615560641,0.13104
avg_dwell_time_sec,110.97744360902257,0.13326
avg_dwell_time_sec,111.62337662337663,0.13494
avg_dwell_time_sec,112.05587989991659,0.13712
avg_dwell_time_sec,113.41951626355296,0.14143
avg_dwell_time_sec,115.35272727272728,0.14361
avg_dwell_time_sec,116.58,0.14606
avg_dwell_time_sec,117.74050632911391,0.14774
avg_dwell_time_sec,119.24050632911391,0.14947
avg_dwell_time_sec,122.25,0.15212
avg_dwell_time_sec,125.87903225806451,0.15673
avg_dwell_time_sec,127.87431527693244,0.15934
avg_dwell_time_sec,128.53099730458223,0.16132
avg_dwell_time_sec,129.28571428571428,0.16501
avg_dwell_time_sec,132.2,0.16918
avg_dwell_time_sec,134.7,0.17387
avg_dwell_time_sec,135.24193548387098,0.1762
avg_dwell_time_sec,136.11402850712676,0.17834
avg_dwell_time_sec,137.9720930232558,0.1823
avg_dwell_time_sec,139.47723214285713,0.18599
avg_dwell_time_sec,140.9298637218045,0.1884
avg_dwell_time_sec,145.25475923852184,0.19253
avg_dwell_time_sec,149.20212765957447,0.19845
avg_dwell_time_sec,154.0909090909091,0.20185
avg_dwell_time_sec,158.5909090909091,0.20438
avg_dwell_time_sec,159.5,0.20788
avg_dwell_time_sec,161.02189781021897,0.20994
avg_dwell_time_sec,162.78660369257193,0.21341
avg_dwell_time_sec,164.11764705882354,0.21646
avg_dwell_time_sec,167.3529411764706,0.22023
avg_dwell_time_sec,171.25,0.22311
avg_dwell_time_sec,173.85,0.22512
avg_dwell_time_sec,177.6,0.22685
avg_dwell_time_sec,183.8709677419355,0.22863
avg_dwell_time_sec,188.67096774193547,0.23047
avg_dwell_time_sec,190.8,0.23423
avg_dwell_time_sec,194.70967741935485,0.23865
avg_dwell_time_sec,198.70967741935485,0.24101
avg_dwell_time_sec,201.05263157894734,0.24337
avg_dwell_time_sec,206.05263157894734,0.24676
avg_dwell_time_sec,212.5,0.25103
avg_dwell_time_sec,217.82258064516128,0.25552
avg_dwell_time_sec,222.49649368863956,0.26006
avg_dwell_time_sec,224.67391304347825,0.26216
avg_dwell_time_sec,228.9,0.26397
avg_dwell_time_sec,233.7913043478261,0.26557
avg_dwell_time_sec,237.3913043478261,0.2676
avg_dwell_time_sec,243.75,0.2707
avg_dwell_time_sec,258.75,0.27451
avg_dwell_time_sec,273.57142857142856,0.27783
avg_dwell_time_sec,277.25995316159253,0.2817
avg_dwell_time_sec,288.6885245901639,0.28381
avg_dwell_time_sec,300.75,0.28614
avg_dwell_time_sec,306.75,0.28907
avg_dwell_time_sec,317.0526315789474,0.29114
avg_dwell_time_sec,323.90977443609023,0.29477
avg_dwell_time_sec,327.8571428571429,0.28353
avg_dwell_time_sec,336.62790697674416,0.28422
avg_dwell_time_sec,343.73317013463895,0.28686
avg_dwell_time_sec,345.32767997050416,0.29003
avg_dwell_time_sec,353.2224168126095,0.2919
avg_dwell_time_sec,362.4,0.2953
avg_dwell_time_sec,369.9,0.29935
avg_dwell_time_sec,382.5,0.30392
avg_dwell_time_sec,401.4335664335664,0.30807
avg_dwell_time_sec,416.4335664335664,0.31269
avg_dwell_time_sec,429.9139414802065,0.3174
avg_dwell_time_sec,451.8782271944923,0.3219
avg_dwell_time_sec,465.29761904761904,0.32625
avg_dwell_time_sec,469.4623655913979,0.33065
avg_dwell_time_sec,476.1290322580645,0.3343
avg_dwell_time_sec,482.9032258064516,0.33716
avg_dwell_time_sec,493.6784196049012,0.34014
avg_dwell_time_sec,502.5143242332322,0.34305
avg_dwell_time_sec,505.2875175315568,0.34595
avg_dwell_time_sec,538.5483870967741,0.34794
avg_dwell_time_sec,574.7142857142858,0.35086
avg_dwell_time_sec,582.2142857142858,0.35496
avg_dwell_time_sec,587.5,0.35796
avg_dwell_time_sec,595.0,0.36256
avg_dwell_time_sec,615.0,0.37711
avg_dwell_time_sec,634.3666666666667,0.41343
avg_dwell_time_sec,639.3666666666667,0.42336
avg_dwell_time_sec,676.25,0.42807
avg_dwell_time_sec,725.7236842105262,0.45292
avg_dwell_time_sec,744.4736842105262,0.45606
avg_dwell_time_sec,765.0,0.45745
avg_dwell_time_sec,795.0,0.46023
avg_dwell_time_sec,813.0,0.46298
avg_dwell_time_sec,828.0,0.4654
avg_dwell_time_sec,847.5,0.46843
avg_dwell_time_sec,861.9,0.47048
avg_dwell_time_sec,884.4,0.47426
avg_dwell_time_sec,930.0,0.47593
avg_dwell_time_sec,975.0,0.47733
avg_dwell_time_sec,1005.0,0.47744
avg_dwell_time_sec,1030.0,0.476
avg_dwell_time_sec,1099.4736842105262,0.47435
avg_dwell_time_sec,1179.4736842105262,0.47212
avg_dwell_time_sec,1262.4,0.46231
avg_dwell_time_sec,1344.2181818181816,0.43666
avg_dwell_time_sec,1431.8181818181818,0.43161
avg_dwell_time_sec,1575.7894736842104,0.42856
avg_dwell_time_sec,1680.7894736842104,0.38816
avg_dwell_time_sec,1737.6923076923078,0.38376
avg_dwell_time_sec,1932.6923076923078,0.38043
avg_dwell_time_sec,2250.0,0.38004
avg_dwell_time_sec,2430.0,0.37682
avg_dwell_time_sec,2580.0,0.36985
avg_dwell_time_sec,2805.0,0.34784
avg_dwell_time_sec,2925.0,0.3045
avg_dwell_time_sec,3067.5,0.23417
avg_dwell_time_sec,4612.5,0.22667
service_span_hours,0.3833333333333333,-0.38007
service_span_hours,0.5916666666666667,-0.44154
service_span_hours,0.9249999999999999,-0.44815
service_span_hours,1.275,-0.4474
service_span_hours,1.6416666666666666,-0.44654
service_span_hours,2.3916666666666666,-0.31377
service_span_hours,2.6500000000000004,-0.31091
service_span_hours,2.8,-0.23867
service_span_hours,2.9916666666666667,-0.23543
service_span_hours,3.333333333333333,-0.23221
service_span_hours,3.8499999999999996,-0.21206
service_span_hours,3.9833333333333334,-0.20978
service_span_hours,4.125,-0.2061
service_span_hours,4.266666666666667,-0.20458
service_span_hours,4.391666666666667,-0.20261
service_span_hours,4.483333333333333,-0.19496
service_span_hours,4.541666666666666,-0.18884
service_span_hours,4.708333333333334,-0.18714
service_span_hours,5.033333333333333,-0.1844
service_span_hours,5.4,-0.18206
service_span_hours,5.566666666666666,-0.17972
service_span_hours,5.65,-0.17732
service_span_hours,5.841666666666667,-0.17475
service_span_hours,6.158333333333333,-0.17161
service_span_hours,6.4,-0.16824
service_span_hours,6.541666666666666,-0.16024
service_span_hours,6.641666666666667,-0.15751
service_span_hours,6.858333333333333,-0.15584
service_span_hours,7.141666666666667,-0.15371
service_span_hours,7.291666666666666,-0.15162
service_span_hours,7.75,-0.14906
service_span_hours,7.9,-0.14718
service_span_hours,8.225000000000001,-0.14405
service_span_hours,8.375,-0.14192
service_span_hours,8.600000000000001,-0.14008
service_span_hours,8.808333333333334,-0.1377
service_span_hours,8.908333333333333,-0.13572
service_span_hours,8.991666666666667,-0.13453
service_span_hours,9.108333333333334,-0.13356
service_span_hours,9.216666666666665,-0.1311
service_span_hours,9.591666666666667,-0.13047
service_span_hours,9.625,-0.12105
service_span_hours,9.658333333333333,-0.11921
service_span_hours,9.991666666666667,-0.11511
service_span_hours,10.075,-0.11427
service_span_hours,10.183333333333334,-0.11072
service_span_hours,10.208333333333334,-0.10835
service_span_hours,10.316666666666666,-0.10602
service_span_hours,10.45,-0.10544
service_span_hours,10.608333333333334,-0.10429
service_span_hours,10.666666666666668,-0.1051
service_span_hours,10.841666666666667,-0.10452
service_span_hours,11.041666666666666,-0.11127
service_span_hours,11.274999999999999,-0.11061
service_span_hours,11.4,-0.13607
service_span_hours,11.566666666666666,-0.13532
service_span_hours,11.774999999999999,-0.13181
service_span_hours,12.008333333333333,-0.1307
service_span_hours,12.075,-0.13906
service_span_hours,12.125,-0.13833
service_span_hours,12.25,-0.13642
service_span_hours,12.375,-0.13414
service_span_hours,12.524999999999999,-0.13228
service_span_hours,12.649999999999999,-0.12887
service_span_hours,12.774999999999999,-0.12559
service_span_hours,12.908333333333335,-0.1238
service_span_hours,13.0,-0.12159
service_span_hours,13.049999999999999,-0.11875
service_span_hours,13.091666666666667,-0.11641
service_span_hours,13.216666666666667,-0.11201
service_span_hours,13.258333333333333,-0.10752
service_span_hours,13.524999999999999,-0.10589
service_span_hours,13.558333333333334,-0.10342
service_span_hours,13.741666666666667,-0.10213
service_span_hours,13.758333333333333,-0.10042
service_span_hours,13.783333333333335,-0.09761
service_span_hours,13.95,-0.0922
service_span_hours,14.016666666666666,-0.08896
service_span_hours,14.083333333333332,-0.08704
service_span_hours,14.191666666666666,-0.08387
service_span_hours,14.291666666666666,-0.08151
service_span_hours,14.341666666666667,-0.07947
service_span_hours,14.466666666666665,-0.07546
service_span_hours,14.55,-0.07358
service_span_hours,14.625,-0.06944
service_span_hours,14.683333333333334,-0.06496
service_span_hours,14.825,-0.06222
service_span_hours,14.925,-0.05914
service_span_hours,15.083333333333332,-0.05795
service_span_hours,15.183333333333334,-0.05391
service_span_hours,15.533333333333335,-0.0515
service_span_hours,15.566666666666666,-0.04765
service_span_hours,15.608333333333334,-0.0462
service_span_hours,15.816666666666666,-0.04332
service_span_hours,15.941666666666666,-0.05057
service_span_hours,15.991666666666667,-0.04931
service_span_hours,16.075,-0.04492
service_span_hours,16.25,-0.04344
service_span_hours,16.34166666666667,-0.04083
service_span_hours,16.45,-0.03939
service_span_hours,16.591666666666665,-0.03604
service_span_hours,16.90833333333333,-0.0326
service_span_hours,16.941666666666666,-0.03106
service_span_hours,17.0,-0.03155
service_span_hours,17.108333333333334,-0.02872
service_span_hours,17.225,-0.02451
service_span_hours,17.275,-0.02341
service_span_hours,17.433333333333334,-0.02123
service_span_hours,17.683333333333334,-0.01733
service_span_hours,17.741666666666667,-0.01453
service_span_hours,17.808333333333334,-0.01215
service_span_hours,17.9,-0.00949
service_span_hours,17.983333333333334,-0.00717
service_span_hours,18.133333333333333,-0.00506
service_span_hours,18.241666666666667,-0.00337
service_span_hours,18.358333333333334,0.00056
service_span_hours,18.458333333333336,0.00389
service_span_hours,18.575,0.00542
service_span_hours,18.65833333333333,0.00786
service_span_hours,18.725,0.01071
service_span_hours,18.833333333333332,0.01265
service_span_hours,18.98333333333333,0.01518
service_span_hours,19.183333333333334,0.01957
service_span_hours,19.325000000000003,0.0231
service_span_hours,19.53333333333333,0.02623
service_span_hours,19.666666666666668,0.02902
service_span_hours,19.816666666666666,0.03116
service_span_hours,19.924999999999997,0.03459
service_span_hours,20.049999999999997,0.0365
service_span_hours,20.125,0.03915
service_span_hours,20.241666666666667,0.04035
service_span_hours,20.46666666666667,0.0426
service_span_hours,20.641666666666666,0.04579
service_span_hours,21.041666666666668,0.04697
service_span_hours,21.65833333333333,0.04762
service_span_hours,21.808333333333334,0.04187
service_span_hours,22.133333333333333,0.04347
service_span_hours,22.241666666666667,0.04602
service_span_hours,22.424999999999997,0.04823
service_span_hours,22.516666666666666,0.05055
service_span_hours,22.574999999999996,0.05239
service_span_hours,22.666666666666664,0.05401
service_span_hours,22.775,0.05618
service_span_hours,22.849999999999998,0.0582
service_span_hours,22.941666666666666,0.06237
service_span_hours,23.241666666666667,0.06479
service_span_hours,23.35,0.0669
service_span_hours,23.55833333333333,0.06958
service_span_hours,23.708333333333332,0.07173
service_span_hours,23.916666666666664,0.07157
service_span_hours,24.083333333333336,0.07409
service_span_hours,24.441666666666666,0.07543
service_span_hours,24.53333333333333,0.07666
service_span_hours,24.65833333333333,0.07897
service_span_hours,24.808333333333334,0.07593
service_span_hours,24.883333333333333,0.07673
service_span_hours,25.15833333333333,0.0783
service_span_hours,25.266666666666666,0.07775
service_span_hours,25.450000000000003,0.07889
service_span_hours,25.65,0.07067
service_span_hours,26.075,0.07218
service_span_hours,26.225,0.07329
service_span_hours,26.616666666666667,0.07423
service_span_hours,26.733333333333334,0.07447
service_span_hours,26.933333333333334,0.07532
service_span_hours,27.325000000000003,0.07591
service_span_hours,27.675000000000004,0.07644
service_span_hours,27.866666666666667,0.07513
service_span_hours,28.09166666666667,0.07541
service_span_hours,28.34166666666667,0.07698
service_span_hours,28.450000000000003,0.07818
service_span_hours,28.575000000000003,0.07797
service_span_hours,28.691666666666666,0.07805
service_span_hours,28.791666666666668,0.07408
service_span_hours,28.90833333333333,0.07243
service_span_hours,29.05,0.07401
service_span_hours,29.258333333333333,0.07391
service_span_hours,29.44166666666667,0.075
service_span_hours,29.583333333333336,0.07642
service_span_hours,29.733333333333334,0.07797
service_span_hours,29.933333333333334,0.07816
service_span_hours,30.425,0.07912
service_span_hours,30.608333333333334,0.08092
service_span_hours,30.658333333333335,0.08313
service_span_hours,31.40833333333333,0.08517
service_span_hours,31.85,0.08664
service_span_hours,32.175,0.0892
service_span_hours,32.358333333333334,0.0926
service_span_hours,32.525,0.09475
service_span_hours,33.2,0.09764
service_span_hours,33.30833333333334,0.10019
service_span_hours,33.4,0.10238
service_span_hours,33.516666666666666,0.1041
service_span_hours,33.69166666666666,0.10627
service_span_hours,33.86666666666666,0.11646
service_span_hours,34.05,0.11862
service_span_hours,34.15833333333333,0.12326
service_span_hours,34.65833333333333,0.12547
service_span_hours,34.75833333333333,0.12751
service_span_hours,35.09166666666667,0.13005
service_span_hours,35.21666666666667,0.13233
service_span_hours,35.358333333333334,0.13487
service_span_hours,35.55833333333334,0.13794
service_span_hours,36.075,0.1416
service_span_hours,37.041666666666664,0.14479
service_span_hours,37.583333333333336,0.14708
service_span_hours,37.775,0.15204
service_span_hours,37.849999999999994,0.15509
service_span_hours,37.99166666666667,0.1597
service_span_hours,38.1,0.16379
service_span_hours,38.13333333333333,0.16755
service_span_hours,38.46666666666667,0.17263
service_span_hours,38.8,0.17441
service_span_hours,39.13333333333333,0.19793
service_span_hours,39.44166666666666,0.20022
service_span_hours,39.75833333333334,0.20327
service_span_hours,40.175,0.20578
service_span_hours,40.69166666666666,0.20989
service_span_hours,41.233333333333334,0.21347
service_span_hours,41.666666666666664,0.21654
service_span_hours,42.75,0.21999
service_span_hours,43.925,0.22198
service_span_hours,44.5,0.22426
service_span_hours,44.93333333333334,0.23262
service_span_hours,45.225,0.23474
service_span_hours,45.525000000000006,0.23731
service_span_hours,46.16666666666667,0.23921
service_span_hours,46.55833333333334,0.24005
service_span_hours,47.38333333333333,0.24128
service_span_hours,48.94166666666666,0.2416
service_span_hours,49.55,0.24264
service_span_hours,50.099999999999994,0.24475
service_span_hours,51.18333333333334,0.24805
service_span_hours,51.68333333333334,0.27021
service_span_hours,51.84166666666667,0.27165
service_span_hours,51.91666666666667,0.27156
service_span_hours,52.0,0.26986
service_span_hours,52.075,0.26187
service_span_hours,52.21666666666667,0.25923
service_span_hours,52.425,0.25688
service_span_hours,52.599999999999994,0.25383
service_span_hours,52.675,0.25179
service_span_hours,54.358333333333334,0.24986
service_span_hours,55.833333333333336,0.24876
service_span_hours,56.675,0.23775
service_span_hours,57.40833333333333,0.23613
service_span_hours,58.675,0.23419
service_span_hours,60.775,0.23338
service_span_hours,63.766666666666666,0.23054
service_span_hours,65.68333333333334,0.22739
service_span_hours,66.13333333333333,0.22048
service_span_hours,66.21666666666667,0.20823
service_span_hours,71.23333333333333,0.13327
service_span_hours,77.19166666666666,0.10584
avg_stop_sequence_pct,0.3472222222222222,-0.19238
avg_stop_sequence_pct,0.384248506967485,-0.20672
avg_stop_sequence_pct,0.3949296337853323,-0.20823
avg_stop_sequence_pct,0.40178426234927783,-0.20834
avg_stop_sequence_pct,0.4115341830512109,-0.20797
avg_stop_sequence_pct,0.41932123520190795,-0.22367
avg_stop_sequence_pct,0.42291746571730415,-0.22222
avg_stop_sequence_pct,0.4292706341734846,-0.20904
avg_stop_sequence_pct,0.430086736934563,-0.19973
avg_stop_sequence_pct,0.4354724910272136,-0.15347
avg_stop_sequence_pct,0.4390168788188431,-0.1507
avg_stop_sequence_pct,0.44253015228251813,-0.14849
avg_stop_sequence_pct,0.4442803218061532,-0.14583
avg_stop_sequence_pct,0.4451649606164886,-0.1442
avg_stop_sequence_pct,0.4465652126402634,-0.1426
avg_stop_sequence_pct,0.4482971254916669,-0.14081
avg_stop_sequence_pct,0.44986064834203854,-0.13839
avg_stop_sequence_pct,0.45234426884101275,-0.13688
avg_stop_sequence_pct,0.4545430157174467,-0.13559
avg_stop_sequence_pct,0.45571426682658595,-0.13449
avg_stop_sequence_pct,0.4571459588620137,-0.14607
avg_stop_sequence_pct,0.45821120314154373,-0.14528
avg_stop_sequence_pct,0.459127140974967,-0.14346
avg_stop_sequence_pct,0.4599239016855209,-0.14216
avg_stop_sequence_pct,0.4603420369749671,-0.1403
avg_stop_sequence_pct,0.46213573679072906,-0.13862
avg_stop_sequence_pct,0.4637832709838321,-0.13604
avg_stop_sequence_pct,0.46457261349549417,-0.12729
avg_stop_sequence_pct,0.4651721515563325,-0.12489
avg_stop_sequence_pct,0.4656164591902915,-0.12189
avg_stop_sequence_pct,0.4660367543500976,-0.11991
avg_stop_sequence_pct,0.46628934183380644,-0.1166
avg_stop_sequence_pct,0.4665262110083842,-0.11309
avg_stop_sequence_pct,0.4682318076023021,-0.08539
avg_stop_sequence_pct,0.4709177545278803,-0.08365
avg_stop_sequence_pct,0.4719898734805567,-0.08116
avg_stop_sequence_pct,0.47214960701467446,-0.07932
avg_stop_sequence_pct,0.47233535387426706,-0.07715
avg_stop_sequence_pct,0.4740194423158184,-0.07484
avg_stop_sequence_pct,0.47583831265950427,-0.07335
avg_stop_sequence_pct,0.4762473299544012,-0.0709
avg_stop_sequence_pct,0.4765533703424579,-0.06966
avg_stop_sequence_pct,0.4782624596792513,-0.06814
avg_stop_sequence_pct,0.4789990488853519,-0.06651
avg_stop_sequence_pct,0.4800223476053101,-0.06476
avg_stop_sequence_pct,0.480490577268307,-0.06203
avg_stop_sequence_pct,0.4807791202105798,-0.06061
avg_stop_sequence_pct,0.4826046043717853,-0.05846
avg_stop_sequence_pct,0.4841743833567682,-0.05675
avg_stop_sequence_pct,0.4843863228415713,-0.05514
avg_stop_sequence_pct,0.48483679702891525,-0.05408
avg_stop_sequence_pct,0.48521863267556475,-0.0518
avg_stop_sequence_pct,0.48573101711652067,-0.04976
avg_stop_sequence_pct,0.4864246735376766,-0.04484
avg_stop_sequence_pct,0.4869161038158639,0.008
avg_stop_sequence_pct,0.4876876108337429,0.01015
avg_stop_sequence_pct,0.48912593939320914,0.01229
avg_stop_sequence_pct,0.49009730385302464,0.01444
avg_stop_sequence_pct,0.4907500253338837,0.01561
avg_stop_sequence_pct,0.49185533879719623,0.08839
avg_stop_sequence_pct,0.4930133872015767,0.08988
avg_stop_sequence_pct,0.49374634763738057,0.09093
avg_stop_sequence_pct,0.4945346920314363,0.09211
avg_stop_sequence_pct,0.49530600381717926,0.09433
avg_stop_sequence_pct,0.49580986469847355,0.0959
avg_stop_sequence_pct,0.49677378011154427,0.09656
avg_stop_sequence_pct,0.5006764151939964,0.09805
avg_stop_sequence_pct,0.5010674491127733,0.09906
avg_stop_sequence_pct,0.5039646192528735,0.09989
avg_stop_sequence_pct,0.5043448580951727,0.10093
avg_stop_sequence_pct,0.5072842637320822,0.10598
avg_stop_sequence_pct,0.5080611561963149,0.11648
avg_stop_sequence_pct,0.5086436726770671,0.11724
avg_stop_sequence_pct,0.5092018932536173,0.11801
avg_stop_sequence_pct,0.5098881189259387,0.11859
avg_stop_sequence_pct,0.5106071964017991,0.11899
avg_stop_sequence_pct,0.5108695652173914,0.11936
avg_stop_sequence_pct,0.5108945527236382,0.11985
avg_stop_sequence_pct,0.512109375,0.12035
avg_stop_sequence_pct,0.5125801282051281,0.12105
avg_stop_sequence_pct,0.5126602564102565,0.12176
avg_stop_sequence_pct,0.5127403846153846,0.12256
avg_stop_sequence_pct,0.5135035313341906,0.12393
avg_stop_sequence_pct,0.514246375882889,0.12403
avg_stop_sequence_pct,0.5142857142857143,0.12394
avg_stop_sequence_pct,0.5147004565482827,0.12459
avg_stop_sequence_pct,0.5155161747225661,0.12474
avg_stop_sequence_pct,0.515617705935878,0.12467
avg_stop_sequence_pct,0.5158854166666667,0.12466
avg_stop_sequence_pct,0.5162285994571848,0.12472
avg_stop_sequence_pct,0.5165273865956639,0.12431
avg_stop_sequence_pct,0.5167728412467256,0.12406
avg_stop_sequence_pct,0.5170269655244026,0.12403
avg_stop_sequence_pct,0.5172034673394632,0.12422
avg_stop_sequence_pct,0.5178175512032597,0.12413
avg_stop_sequence_pct,0.5178472972533448,0.12329
avg_stop_sequence_pct,0.5181289155502109,0.09271
avg_stop_sequence_pct,0.5184425817976892,0.06296
avg_stop_sequence_pct,0.5187217681342265,0.06217
avg_stop_sequence_pct,0.5188359066333861,0.06039
avg_stop_sequence_pct,0.5188973683022472,0.05905
avg_stop_sequence_pct,0.5190266789988931,0.05829
avg_stop_sequence_pct,0.5192864356037248,0.05691
avg_stop_sequence_pct,0.5194819356575835,0.05324
avg_stop_sequence_pct,0.5198359574808185,0.05191
avg_stop_sequence_pct,0.5201806265984654,0.05061
avg_stop_sequence_pct,0.5204721581759626,0.0494
avg_stop_sequence_pct,0.5206650852167156,-0.0201
avg_stop_sequence_pct,0.5216002362890189,-0.02075
avg_stop_sequence_pct,0.5226198533133233,-0.02165
avg_stop_sequence_pct,0.5227918810150949,-0.02091
avg_stop_sequence_pct,0.5239913210004665,-0.02012
avg_stop_sequence_pct,0.5241992397916615,-0.01943
avg_stop_sequence_pct,0.5243995814138349,-0.01852
avg_stop_sequence_pct,0.5245580729045237,-0.01783
avg_stop_sequence_pct,0.5246583095726038,-0.01552
avg_stop_sequence_pct,0.5248745037181508,-0.01532
avg_stop_sequence_pct,0.525,-0.01455
avg_stop_sequence_pct,0.5252130681818181,-0.01361
avg_stop_sequence_pct,0.52545754381222,-0.01322
avg_stop_sequence_pct,0.5257928171268507,-0.01247
avg_stop_sequence_pct,0.5259581579932564,-0.01129
avg_stop_sequence_pct,0.5261283055764812,-0.01099
avg_stop_sequence_pct,0.5265414773233539,-0.01062
avg_stop_sequence_pct,0.5271180346721019,-0.00981
avg_stop_sequence_pct,0.5273543411084529,-0.00865
avg_stop_sequence_pct,0.5274094267063532,-0.00774
avg_stop_sequence_pct,0.5275288365874891,-0.00606
avg_stop_sequence_pct,0.5276858905818409,-0.00505
avg_stop_sequence_pct,0.527857455536385,-0.0019
avg_stop_sequence_pct,0.5283595141929159,0.00049
avg_stop_sequence_pct,0.5288581988180385,0.00124
avg_stop_sequence_pct,0.5289911402468421,0.00208
avg_stop_sequence_pct,0.5290156747317922,0.00286
avg_stop_sequence_pct,0.5290858768127764,0.00383
avg_stop_sequence_pct,0.529158183735882,0.00538
avg_stop_sequence_pct,0.5294388236757478,0.00683
avg_stop_sequence_pct,0.5297055179984893,0.00746
avg_stop_sequence_pct,0.5299601569096538,0.00817
avg_stop_sequence_pct,0.5302288760085532,0.00992
avg_stop_sequence_pct,0.5309652256324269,0.01036
avg_stop_sequence_pct,0.5314634391306495,0.01066
avg_stop_sequence_pct,0.5316749803598533,0.01081
avg_stop_sequence_pct,0.5318094740508534,0.01166
avg_stop_sequence_pct,0.5318471604173844,0.01178
avg_stop_sequence_pct,0.5319284359400667,0.01187
avg_stop_sequence_pct,0.5319729873077936,0.01219
