interaction,x,y,score
pct_rail_commute & dest_metro_pop_weighted_sum,1,5,0.06381
pct_rail_commute & dest_metro_pop_weighted_sum,1,6,0.06334
pct_rail_commute & dest_metro_pop_weighted_sum,1,7,0.06182
pct_rail_commute & dest_metro_pop_weighted_sum,1,8,0.0571
pct_rail_commute & dest_metro_pop_weighted_sum,1,9,0.05574
pct_rail_commute & dest_metro_pop_weighted_sum,1,10,0.05481
pct_rail_commute & dest_metro_pop_weighted_sum,1,11,0.05423
pct_rail_commute & dest_metro_pop_weighted_sum,1,12,0.05217
pct_rail_commute & dest_metro_pop_weighted_sum,1,13,0.04961
pct_rail_commute & dest_metro_pop_weighted_sum,1,14,0.0484
pct_rail_commute & dest_metro_pop_weighted_sum,1,15,0.04763
pct_rail_commute & dest_metro_pop_weighted_sum,1,16,0.04685
pct_rail_commute & dest_metro_pop_weighted_sum,1,17,0.04558
pct_rail_commute & dest_metro_pop_weighted_sum,1,18,0.04456
pct_rail_commute & dest_metro_pop_weighted_sum,1,19,0.04349
pct_rail_commute & dest_metro_pop_weighted_sum,1,20,0.04135
pct_rail_commute & dest_metro_pop_weighted_sum,1,21,0.04017
pct_rail_commute & dest_metro_pop_weighted_sum,1,22,0.03603
pct_rail_commute & dest_metro_pop_weighted_sum,1,23,0.03504
pct_rail_commute & dest_metro_pop_weighted_sum,1,24,0.03407
pct_rail_commute & dest_metro_pop_weighted_sum,1,25,0.03333
pct_rail_commute & dest_metro_pop_weighted_sum,1,26,0.03255
pct_rail_commute & dest_metro_pop_weighted_sum,1,27,0.03184
pct_rail_commute & dest_metro_pop_weighted_sum,1,28,0.03054
pct_rail_commute & dest_metro_pop_weighted_sum,1,29,0.02946
pct_rail_commute & dest_metro_pop_weighted_sum,1,30,0.02776
pct_rail_commute & dest_metro_pop_weighted_sum,1,31,0.02668
pct_rail_commute & dest_metro_pop_weighted_sum,1,32,0.02566
pct_rail_commute & dest_metro_pop_weighted_sum,1,33,0.02473
pct_rail_commute & dest_metro_pop_weighted_sum,1,34,0.02398
pct_rail_commute & dest_metro_pop_weighted_sum,1,35,0.02067
pct_rail_commute & dest_metro_pop_weighted_sum,1,36,0.01989
pct_rail_commute & dest_metro_pop_weighted_sum,1,37,0.0192
pct_rail_commute & dest_metro_pop_weighted_sum,1,38,0.01893
pct_rail_commute & dest_metro_pop_weighted_sum,1,39,0.02785
pct_rail_commute & dest_metro_pop_weighted_sum,1,40,0.02733
pct_rail_commute & dest_metro_pop_weighted_sum,1,41,-0.06544
pct_rail_commute & dest_metro_pop_weighted_sum,1,42,-0.0747
pct_rail_commute & dest_metro_pop_weighted_sum,1,43,-0.07559
pct_rail_commute & dest_metro_pop_weighted_sum,1,44,-0.07649
pct_rail_commute & dest_metro_pop_weighted_sum,1,45,-0.07678
pct_rail_commute & dest_metro_pop_weighted_sum,1,46,-0.07751
pct_rail_commute & dest_metro_pop_weighted_sum,1,47,-0.07812
pct_rail_commute & dest_metro_pop_weighted_sum,1,48,-0.07889
pct_rail_commute & dest_metro_pop_weighted_sum,1,49,-0.05765
pct_rail_commute & dest_metro_pop_weighted_sum,1,50,-0.05743
pct_rail_commute & dest_metro_pop_weighted_sum,1,51,-0.05315
pct_rail_commute & dest_metro_pop_weighted_sum,1,52,-0.05327
pct_rail_commute & dest_metro_pop_weighted_sum,1,53,-0.05341
pct_rail_commute & dest_metro_pop_weighted_sum,1,54,-0.05374
pct_rail_commute & dest_metro_pop_weighted_sum,1,55,-0.05813
pct_rail_commute & dest_metro_pop_weighted_sum,1,56,-0.07083
pct_rail_commute & dest_metro_pop_weighted_sum,1,57,-0.07071
pct_rail_commute & dest_metro_pop_weighted_sum,1,58,-0.06266
pct_rail_commute & dest_metro_pop_weighted_sum,1,59,-0.06162
pct_rail_commute & dest_metro_pop_weighted_sum,1,60,-0.06254
pct_rail_commute & dest_metro_pop_weighted_sum,1,61,-0.06023
pct_rail_commute & dest_metro_pop_weighted_sum,2,0,0.03437
pct_rail_commute & dest_metro_pop_weighted_sum,2,1,0.03701
pct_rail_commute & dest_metro_pop_weighted_sum,2,2,0.06434
pct_rail_commute & dest_metro_pop_weighted_sum,2,3,0.06424
pct_rail_commute & dest_metro_pop_weighted_sum,2,4,0.06276
pct_rail_commute & dest_metro_pop_weighted_sum,2,5,0.06158
pct_rail_commute & dest_metro_pop_weighted_sum,2,6,0.06117
pct_rail_commute & dest_metro_pop_weighted_sum,2,7,0.06017
pct_rail_commute & dest_metro_pop_weighted_sum,2,8,0.05546
pct_rail_commute & dest_metro_pop_weighted_sum,2,9,0.05409
pct_rail_commute & dest_metro_pop_weighted_sum,2,10,0.05317
pct_rail_commute & dest_metro_pop_weighted_sum,2,11,0.05259
pct_rail_commute & dest_metro_pop_weighted_sum,2,12,0.05052
pct_rail_commute & dest_metro_pop_weighted_sum,2,13,0.04796
pct_rail_commute & dest_metro_pop_weighted_sum,2,14,0.04692
pct_rail_commute & dest_metro_pop_weighted_sum,2,15,0.04614
pct_rail_commute & dest_metro_pop_weighted_sum,2,16,0.04536
pct_rail_commute & dest_metro_pop_weighted_sum,2,17,0.04433
pct_rail_commute & dest_metro_pop_weighted_sum,2,18,0.04331
pct_rail_commute & dest_metro_pop_weighted_sum,2,19,0.04225
pct_rail_commute & dest_metro_pop_weighted_sum,2,20,0.04034
pct_rail_commute & dest_metro_pop_weighted_sum,2,21,0.03916
pct_rail_commute & dest_metro_pop_weighted_sum,2,22,0.03532
pct_rail_commute & dest_metro_pop_weighted_sum,2,23,0.03433
pct_rail_commute & dest_metro_pop_weighted_sum,2,24,0.03355
pct_rail_commute & dest_metro_pop_weighted_sum,2,25,0.03282
pct_rail_commute & dest_metro_pop_weighted_sum,2,26,0.03203
pct_rail_commute & dest_metro_pop_weighted_sum,2,27,0.03132
pct_rail_commute & dest_metro_pop_weighted_sum,2,28,0.03002
pct_rail_commute & dest_metro_pop_weighted_sum,2,29,0.02894
pct_rail_commute & dest_metro_pop_weighted_sum,2,30,0.02724
pct_rail_commute & dest_metro_pop_weighted_sum,2,31,0.02616
pct_rail_commute & dest_metro_pop_weighted_sum,2,32,0.02548
pct_rail_commute & dest_metro_pop_weighted_sum,2,33,0.0246
pct_rail_commute & dest_metro_pop_weighted_sum,2,34,0.02386
pct_rail_commute & dest_metro_pop_weighted_sum,2,35,0.02063
pct_rail_commute & dest_metro_pop_weighted_sum,2,36,0.01985
pct_rail_commute & dest_metro_pop_weighted_sum,2,37,0.01916
pct_rail_commute & dest_metro_pop_weighted_sum,2,38,0.01889
pct_rail_commute & dest_metro_pop_weighted_sum,2,39,0.02781
pct_rail_commute & dest_metro_pop_weighted_sum,2,40,0.02729
pct_rail_commute & dest_metro_pop_weighted_sum,2,41,-0.06542
pct_rail_commute & dest_metro_pop_weighted_sum,2,42,-0.07468
pct_rail_commute & dest_metro_pop_weighted_sum,2,43,-0.07557
pct_rail_commute & dest_metro_pop_weighted_sum,2,44,-0.07647
pct_rail_commute & dest_metro_pop_weighted_sum,2,45,-0.07669
pct_rail_commute & dest_metro_pop_weighted_sum,2,46,-0.07742
pct_rail_commute & dest_metro_pop_weighted_sum,2,47,-0.07803
pct_rail_commute & dest_metro_pop_weighted_sum,2,48,-0.0788
pct_rail_commute & dest_metro_pop_weighted_sum,2,49,-0.05754
pct_rail_commute & dest_metro_pop_weighted_sum,2,50,-0.05732
pct_rail_commute & dest_metro_pop_weighted_sum,2,51,-0.05305
pct_rail_commute & dest_metro_pop_weighted_sum,2,52,-0.05318
pct_rail_commute & dest_metro_pop_weighted_sum,2,53,-0.05331
pct_rail_commute & dest_metro_pop_weighted_sum,2,54,-0.05365
pct_rail_commute & dest_metro_pop_weighted_sum,2,55,-0.05864
pct_rail_commute & dest_metro_pop_weighted_sum,2,56,-0.07134
pct_rail_commute & dest_metro_pop_weighted_sum,2,57,-0.07137
pct_rail_commute & dest_metro_pop_weighted_sum,2,58,-0.06344
pct_rail_commute & dest_metro_pop_weighted_sum,2,59,-0.0624
pct_rail_commute & dest_metro_pop_weighted_sum,2,60,-0.06332
pct_rail_commute & dest_metro_pop_weighted_sum,2,61,-0.06101
pct_rail_commute & dest_metro_pop_weighted_sum,3,0,0.02632
pct_rail_commute & dest_metro_pop_weighted_sum,3,1,0.02897
pct_rail_commute & dest_metro_pop_weighted_sum,3,2,0.0563
pct_rail_commute & dest_metro_pop_weighted_sum,3,3,0.05624
pct_rail_commute & dest_metro_pop_weighted_sum,3,4,0.05475
pct_rail_commute & dest_metro_pop_weighted_sum,3,5,0.05372
pct_rail_commute & dest_metro_pop_weighted_sum,3,6,0.05349
pct_rail_commute & dest_metro_pop_weighted_sum,3,7,0.05249
pct_rail_commute & dest_metro_pop_weighted_sum,3,8,0.05062
pct_rail_commute & dest_metro_pop_weighted_sum,3,9,0.04946
pct_rail_commute & dest_metro_pop_weighted_sum,3,10,0.04854
pct_rail_commute & dest_metro_pop_weighted_sum,3,11,0.04839
pct_rail_commute & dest_metro_pop_weighted_sum,3,12,0.04632
pct_rail_commute & dest_metro_pop_weighted_sum,3,13,0.04376
pct_rail_commute & dest_metro_pop_weighted_sum,3,14,0.04271
pct_rail_commute & dest_metro_pop_weighted_sum,3,15,0.0421
pct_rail_commute & dest_metro_pop_weighted_sum,3,16,0.04132
pct_rail_commute & dest_metro_pop_weighted_sum,3,17,0.04029
pct_rail_commute & dest_metro_pop_weighted_sum,3,18,0.03927
pct_rail_commute & dest_metro_pop_weighted_sum,3,19,0.03829
pct_rail_commute & dest_metro_pop_weighted_sum,3,20,0.03639
pct_rail_commute & dest_metro_pop_weighted_sum,3,21,0.0352
pct_rail_commute & dest_metro_pop_weighted_sum,3,22,0.03494
pct_rail_commute & dest_metro_pop_weighted_sum,3,23,0.03395
pct_rail_commute & dest_metro_pop_weighted_sum,3,24,0.03323
pct_rail_commute & dest_metro_pop_weighted_sum,3,25,0.0325
pct_rail_commute & dest_metro_pop_weighted_sum,3,26,0.03171
pct_rail_commute & dest_metro_pop_weighted_sum,3,27,0.031
pct_rail_commute & dest_metro_pop_weighted_sum,3,28,0.0297
pct_rail_commute & dest_metro_pop_weighted_sum,3,29,0.02862
pct_rail_commute & dest_metro_pop_weighted_sum,3,30,0.02692
pct_rail_commute & dest_metro_pop_weighted_sum,3,31,0.02584
pct_rail_commute & dest_metro_pop_weighted_sum,3,32,0.02516
pct_rail_commute & dest_metro_pop_weighted_sum,3,33,0.02428
pct_rail_commute & dest_metro_pop_weighted_sum,3,34,0.02354
pct_rail_commute & dest_metro_pop_weighted_sum,3,35,0.02031
pct_rail_commute & dest_metro_pop_weighted_sum,3,36,0.01963
pct_rail_commute & dest_metro_pop_weighted_sum,3,37,0.01894
pct_rail_commute & dest_metro_pop_weighted_sum,3,38,0.01867
pct_rail_commute & dest_metro_pop_weighted_sum,3,39,0.02759
pct_rail_commute & dest_metro_pop_weighted_sum,3,40,0.02706
pct_rail_commute & dest_metro_pop_weighted_sum,3,41,-0.06557
pct_rail_commute & dest_metro_pop_weighted_sum,3,42,-0.07483
pct_rail_commute & dest_metro_pop_weighted_sum,3,43,-0.0756
pct_rail_commute & dest_metro_pop_weighted_sum,3,44,-0.0764
pct_rail_commute & dest_metro_pop_weighted_sum,3,45,-0.07664
pct_rail_commute & dest_metro_pop_weighted_sum,3,46,-0.07737
pct_rail_commute & dest_metro_pop_weighted_sum,3,47,-0.07798
pct_rail_commute & dest_metro_pop_weighted_sum,3,48,-0.07875
pct_rail_commute & dest_metro_pop_weighted_sum,3,49,-0.05749
pct_rail_commute & dest_metro_pop_weighted_sum,3,50,-0.05727
pct_rail_commute & dest_metro_pop_weighted_sum,3,51,-0.053
pct_rail_commute & dest_metro_pop_weighted_sum,3,52,-0.05312
pct_rail_commute & dest_metro_pop_weighted_sum,3,53,-0.05326
pct_rail_commute & dest_metro_pop_weighted_sum,3,54,-0.05357
pct_rail_commute & dest_metro_pop_weighted_sum,3,55,-0.05876
pct_rail_commute & dest_metro_pop_weighted_sum,3,56,-0.07196
pct_rail_commute & dest_metro_pop_weighted_sum,3,57,-0.07199
pct_rail_commute & dest_metro_pop_weighted_sum,3,58,-0.06407
pct_rail_commute & dest_metro_pop_weighted_sum,3,59,-0.06319
pct_rail_commute & dest_metro_pop_weighted_sum,3,60,-0.06411
pct_rail_commute & dest_metro_pop_weighted_sum,3,61,-0.0618
pct_rail_commute & dest_metro_pop_weighted_sum,4,0,0.02485
pct_rail_commute & dest_metro_pop_weighted_sum,4,1,0.02731
pct_rail_commute & dest_metro_pop_weighted_sum,4,2,0.05465
pct_rail_commute & dest_metro_pop_weighted_sum,4,3,0.05466
pct_rail_commute & dest_metro_pop_weighted_sum,4,4,0.05348
pct_rail_commute & dest_metro_pop_weighted_sum,4,5,0.05245
pct_rail_commute & dest_metro_pop_weighted_sum,4,6,0.05221
pct_rail_commute & dest_metro_pop_weighted_sum,4,7,0.05147
pct_rail_commute & dest_metro_pop_weighted_sum,4,8,0.04959
pct_rail_commute & dest_metro_pop_weighted_sum,4,9,0.04843
pct_rail_commute & dest_metro_pop_weighted_sum,4,10,0.04751
pct_rail_commute & dest_metro_pop_weighted_sum,4,11,0.04736
pct_rail_commute & dest_metro_pop_weighted_sum,4,12,0.04529
pct_rail_commute & dest_metro_pop_weighted_sum,4,13,0.04273
pct_rail_commute & dest_metro_pop_weighted_sum,4,14,0.04168
pct_rail_commute & dest_metro_pop_weighted_sum,4,15,0.04108
pct_rail_commute & dest_metro_pop_weighted_sum,4,16,0.04035
pct_rail_commute & dest_metro_pop_weighted_sum,4,17,0.03932
pct_rail_commute & dest_metro_pop_weighted_sum,4,18,0.03846
pct_rail_commute & dest_metro_pop_weighted_sum,4,19,0.03748
pct_rail_commute & dest_metro_pop_weighted_sum,4,20,0.03589
pct_rail_commute & dest_metro_pop_weighted_sum,4,21,0.03471
pct_rail_commute & dest_metro_pop_weighted_sum,4,22,0.03445
pct_rail_commute & dest_metro_pop_weighted_sum,4,23,0.03345
pct_rail_commute & dest_metro_pop_weighted_sum,4,24,0.03273
pct_rail_commute & dest_metro_pop_weighted_sum,4,25,0.032
pct_rail_commute & dest_metro_pop_weighted_sum,4,26,0.03122
pct_rail_commute & dest_metro_pop_weighted_sum,4,27,0.03075
pct_rail_commute & dest_metro_pop_weighted_sum,4,28,0.02945
pct_rail_commute & dest_metro_pop_weighted_sum,4,29,0.02837
pct_rail_commute & dest_metro_pop_weighted_sum,4,30,0.02679
pct_rail_commute & dest_metro_pop_weighted_sum,4,31,0.02571
pct_rail_commute & dest_metro_pop_weighted_sum,4,32,0.02503
pct_rail_commute & dest_metro_pop_weighted_sum,4,33,0.02415
pct_rail_commute & dest_metro_pop_weighted_sum,4,34,0.02358
pct_rail_commute & dest_metro_pop_weighted_sum,4,35,0.02035
pct_rail_commute & dest_metro_pop_weighted_sum,4,36,0.01967
pct_rail_commute & dest_metro_pop_weighted_sum,4,37,0.01897
pct_rail_commute & dest_metro_pop_weighted_sum,4,38,0.01871
pct_rail_commute & dest_metro_pop_weighted_sum,4,39,0.02762
pct_rail_commute & dest_metro_pop_weighted_sum,4,40,0.0271
pct_rail_commute & dest_metro_pop_weighted_sum,4,41,-0.06553
pct_rail_commute & dest_metro_pop_weighted_sum,4,42,-0.0748
pct_rail_commute & dest_metro_pop_weighted_sum,4,43,-0.07556
pct_rail_commute & dest_metro_pop_weighted_sum,4,44,-0.07636
pct_rail_commute & dest_metro_pop_weighted_sum,4,45,-0.07655
pct_rail_commute & dest_metro_pop_weighted_sum,4,46,-0.07729
pct_rail_commute & dest_metro_pop_weighted_sum,4,47,-0.07785
pct_rail_commute & dest_metro_pop_weighted_sum,4,48,-0.07861
pct_rail_commute & dest_metro_pop_weighted_sum,4,49,-0.05736
pct_rail_commute & dest_metro_pop_weighted_sum,4,50,-0.05714
pct_rail_commute & dest_metro_pop_weighted_sum,4,51,-0.05287
pct_rail_commute & dest_metro_pop_weighted_sum,4,52,-0.05299
pct_rail_commute & dest_metro_pop_weighted_sum,4,53,-0.05312
pct_rail_commute & dest_metro_pop_weighted_sum,4,54,-0.05343
pct_rail_commute & dest_metro_pop_weighted_sum,4,55,-0.05862
pct_rail_commute & dest_metro_pop_weighted_sum,4,56,-0.07182
pct_rail_commute & dest_metro_pop_weighted_sum,4,57,-0.07186
pct_rail_commute & dest_metro_pop_weighted_sum,4,58,-0.06393
pct_rail_commute & dest_metro_pop_weighted_sum,4,59,-0.06314
pct_rail_commute & dest_metro_pop_weighted_sum,4,60,-0.06406
pct_rail_commute & dest_metro_pop_weighted_sum,4,61,-0.06176
pct_rail_commute & dest_metro_pop_weighted_sum,5,0,0.02274
pct_rail_commute & dest_metro_pop_weighted_sum,5,1,0.0252
pct_rail_commute & dest_metro_pop_weighted_sum,5,2,0.05255
pct_rail_commute & dest_metro_pop_weighted_sum,5,3,0.05256
pct_rail_commute & dest_metro_pop_weighted_sum,5,4,0.05137
pct_rail_commute & dest_metro_pop_weighted_sum,5,5,0.05034
pct_rail_commute & dest_metro_pop_weighted_sum,5,6,0.05047
pct_rail_commute & dest_metro_pop_weighted_sum,5,7,0.04992
pct_rail_commute & dest_metro_pop_weighted_sum,5,8,0.04805
pct_rail_commute & dest_metro_pop_weighted_sum,5,9,0.04689
pct_rail_commute & dest_metro_pop_weighted_sum,5,10,0.04605
pct_rail_commute & dest_metro_pop_weighted_sum,5,11,0.0459
pct_rail_commute & dest_metro_pop_weighted_sum,5,12,0.04383
pct_rail_commute & dest_metro_pop_weighted_sum,5,13,0.04143
pct_rail_commute & dest_metro_pop_weighted_sum,5,14,0.04039
pct_rail_commute & dest_metro_pop_weighted_sum,5,15,0.03978
pct_rail_commute & dest_metro_pop_weighted_sum,5,16,0.0393
pct_rail_commute & dest_metro_pop_weighted_sum,5,17,0.03827
pct_rail_commute & dest_metro_pop_weighted_sum,5,18,0.03741
pct_rail_commute & dest_metro_pop_weighted_sum,5,19,0.03662
pct_rail_commute & dest_metro_pop_weighted_sum,5,20,0.03533
pct_rail_commute & dest_metro_pop_weighted_sum,5,21,0.03415
pct_rail_commute & dest_metro_pop_weighted_sum,5,22,0.03389
pct_rail_commute & dest_metro_pop_weighted_sum,5,23,0.0329
pct_rail_commute & dest_metro_pop_weighted_sum,5,24,0.03217
pct_rail_commute & dest_metro_pop_weighted_sum,5,25,0.03144
pct_rail_commute & dest_metro_pop_weighted_sum,5,26,0.03066
pct_rail_commute & dest_metro_pop_weighted_sum,5,27,0.03019
pct_rail_commute & dest_metro_pop_weighted_sum,5,28,0.02947
pct_rail_commute & dest_metro_pop_weighted_sum,5,29,0.02852
pct_rail_commute & dest_metro_pop_weighted_sum,5,30,0.02742
pct_rail_commute & dest_metro_pop_weighted_sum,5,31,0.02634
pct_rail_commute & dest_metro_pop_weighted_sum,5,32,0.02565
pct_rail_commute & dest_metro_pop_weighted_sum,5,33,0.02497
pct_rail_commute & dest_metro_pop_weighted_sum,5,34,0.02439
pct_rail_commute & dest_metro_pop_weighted_sum,5,35,0.02117
pct_rail_commute & dest_metro_pop_weighted_sum,5,36,0.02048
pct_rail_commute & dest_metro_pop_weighted_sum,5,37,0.01983
pct_rail_commute & dest_metro_pop_weighted_sum,5,38,0.01956
pct_rail_commute & dest_metro_pop_weighted_sum,5,39,0.02398
pct_rail_commute & dest_metro_pop_weighted_sum,5,40,0.02346
pct_rail_commute & dest_metro_pop_weighted_sum,5,41,-0.06917
pct_rail_commute & dest_metro_pop_weighted_sum,5,42,-0.07844
pct_rail_commute & dest_metro_pop_weighted_sum,5,43,-0.07906
pct_rail_commute & dest_metro_pop_weighted_sum,5,44,-0.07986
pct_rail_commute & dest_metro_pop_weighted_sum,5,45,-0.08005
pct_rail_commute & dest_metro_pop_weighted_sum,5,46,-0.08078
pct_rail_commute & dest_metro_pop_weighted_sum,5,47,-0.08134
pct_rail_commute & dest_metro_pop_weighted_sum,5,48,-0.08211
pct_rail_commute & dest_metro_pop_weighted_sum,5,49,-0.06085
pct_rail_commute & dest_metro_pop_weighted_sum,5,50,-0.06066
pct_rail_commute & dest_metro_pop_weighted_sum,5,51,-0.05638
pct_rail_commute & dest_metro_pop_weighted_sum,5,52,-0.0565
pct_rail_commute & dest_metro_pop_weighted_sum,5,53,-0.05661
pct_rail_commute & dest_metro_pop_weighted_sum,5,54,-0.05692
pct_rail_commute & dest_metro_pop_weighted_sum,5,55,-0.06256
pct_rail_commute & dest_metro_pop_weighted_sum,5,56,-0.07575
pct_rail_commute & dest_metro_pop_weighted_sum,5,57,-0.07579
pct_rail_commute & dest_metro_pop_weighted_sum,5,58,-0.06786
pct_rail_commute & dest_metro_pop_weighted_sum,5,59,-0.06708
pct_rail_commute & dest_metro_pop_weighted_sum,5,60,-0.068
pct_rail_commute & dest_metro_pop_weighted_sum,5,61,-0.06569
pct_rail_commute & dest_metro_pop_weighted_sum,6,0,0.02169
pct_rail_commute & dest_metro_pop_weighted_sum,6,1,0.02381
pct_rail_commute & dest_metro_pop_weighted_sum,6,2,0.05115
pct_rail_commute & dest_metro_pop_weighted_sum,6,3,0.05116
pct_rail_commute & dest_metro_pop_weighted_sum,6,4,0.04997
pct_rail_commute & dest_metro_pop_weighted_sum,6,5,0.04909
pct_rail_commute & dest_metro_pop_weighted_sum,6,6,0.04921
pct_rail_commute & dest_metro_pop_weighted_sum,6,7,0.04881
pct_rail_commute & dest_metro_pop_weighted_sum,6,8,0.04694
pct_rail_commute & dest_metro_pop_weighted_sum,6,9,0.04591
pct_rail_commute & dest_metro_pop_weighted_sum,6,10,0.04534
pct_rail_commute & dest_metro_pop_weighted_sum,6,11,0.04519
pct_rail_commute & dest_metro_pop_weighted_sum,6,12,0.04312
pct_rail_commute & dest_metro_pop_weighted_sum,6,13,0.04073
pct_rail_commute & dest_metro_pop_weighted_sum,6,14,0.03975
pct_rail_commute & dest_metro_pop_weighted_sum,6,15,0.03914
pct_rail_commute & dest_metro_pop_weighted_sum,6,16,0.03866
pct_rail_commute & dest_metro_pop_weighted_sum,6,17,0.03763
pct_rail_commute & dest_metro_pop_weighted_sum,6,18,0.03678
pct_rail_commute & dest_metro_pop_weighted_sum,6,19,0.03598
pct_rail_commute & dest_metro_pop_weighted_sum,6,20,0.03486
pct_rail_commute & dest_metro_pop_weighted_sum,6,21,0.03368
pct_rail_commute & dest_metro_pop_weighted_sum,6,22,0.03342
pct_rail_commute & dest_metro_pop_weighted_sum,6,23,0.03243
pct_rail_commute & dest_metro_pop_weighted_sum,6,24,0.03171
pct_rail_commute & dest_metro_pop_weighted_sum,6,25,0.03097
pct_rail_commute & dest_metro_pop_weighted_sum,6,26,0.03024
pct_rail_commute & dest_metro_pop_weighted_sum,6,27,0.02978
pct_rail_commute & dest_metro_pop_weighted_sum,6,28,0.02905
pct_rail_commute & dest_metro_pop_weighted_sum,6,29,0.0281
pct_rail_commute & dest_metro_pop_weighted_sum,6,30,0.027
pct_rail_commute & dest_metro_pop_weighted_sum,6,31,0.0261
pct_rail_commute & dest_metro_pop_weighted_sum,6,32,0.02541
pct_rail_commute & dest_metro_pop_weighted_sum,6,33,0.02473
pct_rail_commute & dest_metro_pop_weighted_sum,6,34,0.02415
pct_rail_commute & dest_metro_pop_weighted_sum,6,35,0.02114
pct_rail_commute & dest_metro_pop_weighted_sum,6,36,0.02046
pct_rail_commute & dest_metro_pop_weighted_sum,6,37,0.01981
pct_rail_commute & dest_metro_pop_weighted_sum,6,38,0.01954
pct_rail_commute & dest_metro_pop_weighted_sum,6,39,0.024
pct_rail_commute & dest_metro_pop_weighted_sum,6,40,0.02348
pct_rail_commute & dest_metro_pop_weighted_sum,6,41,-0.06903
pct_rail_commute & dest_metro_pop_weighted_sum,6,42,-0.07829
pct_rail_commute & dest_metro_pop_weighted_sum,6,43,-0.07891
pct_rail_commute & dest_metro_pop_weighted_sum,6,44,-0.07971
pct_rail_commute & dest_metro_pop_weighted_sum,6,45,-0.07989
pct_rail_commute & dest_metro_pop_weighted_sum,6,46,-0.08047
pct_rail_commute & dest_metro_pop_weighted_sum,6,47,-0.08103
pct_rail_commute & dest_metro_pop_weighted_sum,6,48,-0.08179
pct_rail_commute & dest_metro_pop_weighted_sum,6,49,-0.06054
pct_rail_commute & dest_metro_pop_weighted_sum,6,50,-0.06034
pct_rail_commute & dest_metro_pop_weighted_sum,6,51,-0.05601
pct_rail_commute & dest_metro_pop_weighted_sum,6,52,-0.05613
pct_rail_commute & dest_metro_pop_weighted_sum,6,53,-0.05623
pct_rail_commute & dest_metro_pop_weighted_sum,6,54,-0.05654
pct_rail_commute & dest_metro_pop_weighted_sum,6,55,-0.06229
pct_rail_commute & dest_metro_pop_weighted_sum,6,56,-0.076
pct_rail_commute & dest_metro_pop_weighted_sum,6,57,-0.07604
pct_rail_commute & dest_metro_pop_weighted_sum,6,58,-0.06832
pct_rail_commute & dest_metro_pop_weighted_sum,6,59,-0.06753
pct_rail_commute & dest_metro_pop_weighted_sum,6,60,-0.06863
pct_rail_commute & dest_metro_pop_weighted_sum,6,61,-0.06633
pct_rail_commute & dest_metro_pop_weighted_sum,7,0,0.02058
pct_rail_commute & dest_metro_pop_weighted_sum,7,1,0.0227
pct_rail_commute & dest_metro_pop_weighted_sum,7,2,0.04991
pct_rail_commute & dest_metro_pop_weighted_sum,7,3,0.04991
pct_rail_commute & dest_metro_pop_weighted_sum,7,4,0.04873
pct_rail_commute & dest_metro_pop_weighted_sum,7,5,0.04784
pct_rail_commute & dest_metro_pop_weighted_sum,7,6,0.04796
pct_rail_commute & dest_metro_pop_weighted_sum,7,7,0.04757
pct_rail_commute & dest_metro_pop_weighted_sum,7,8,0.04569
pct_rail_commute & dest_metro_pop_weighted_sum,7,9,0.04467
pct_rail_commute & dest_metro_pop_weighted_sum,7,10,0.0441
pct_rail_commute & dest_metro_pop_weighted_sum,7,11,0.04395
pct_rail_commute & dest_metro_pop_weighted_sum,7,12,0.04188
pct_rail_commute & dest_metro_pop_weighted_sum,7,13,0.03948
pct_rail_commute & dest_metro_pop_weighted_sum,7,14,0.0385
pct_rail_commute & dest_metro_pop_weighted_sum,7,15,0.0379
pct_rail_commute & dest_metro_pop_weighted_sum,7,16,0.03742
pct_rail_commute & dest_metro_pop_weighted_sum,7,17,0.03671
pct_rail_commute & dest_metro_pop_weighted_sum,7,18,0.03585
pct_rail_commute & dest_metro_pop_weighted_sum,7,19,0.03505
pct_rail_commute & dest_metro_pop_weighted_sum,7,20,0.03394
pct_rail_commute & dest_metro_pop_weighted_sum,7,21,0.03304
pct_rail_commute & dest_metro_pop_weighted_sum,7,22,0.03278
pct_rail_commute & dest_metro_pop_weighted_sum,7,23,0.03179
pct_rail_commute & dest_metro_pop_weighted_sum,7,24,0.03107
pct_rail_commute & dest_metro_pop_weighted_sum,7,25,0.03034
pct_rail_commute & dest_metro_pop_weighted_sum,7,26,0.02984
pct_rail_commute & dest_metro_pop_weighted_sum,7,27,0.0297
pct_rail_commute & dest_metro_pop_weighted_sum,7,28,0.02897
pct_rail_commute & dest_metro_pop_weighted_sum,7,29,0.02805
pct_rail_commute & dest_metro_pop_weighted_sum,7,30,0.02695
pct_rail_commute & dest_metro_pop_weighted_sum,7,31,0.02605
pct_rail_commute & dest_metro_pop_weighted_sum,7,32,0.02536
pct_rail_commute & dest_metro_pop_weighted_sum,7,33,0.02468
pct_rail_commute & dest_metro_pop_weighted_sum,7,34,0.0241
pct_rail_commute & dest_metro_pop_weighted_sum,7,35,0.02109
pct_rail_commute & dest_metro_pop_weighted_sum,7,36,0.02041
pct_rail_commute & dest_metro_pop_weighted_sum,7,37,0.01975
pct_rail_commute & dest_metro_pop_weighted_sum,7,38,0.01949
pct_rail_commute & dest_metro_pop_weighted_sum,7,39,0.02395
