interaction,x,y,score
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,47,-0.21869
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,48,-0.20675
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,49,-0.06655
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,50,-0.05557
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,51,-0.05381
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,52,-0.05401
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,53,-0.04707
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,54,-0.02456
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,55,-0.0239
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,56,-0.02365
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,57,-0.02259
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,58,0.02526
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,59,0.03087
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,60,0.03581
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,17,61,0.03665
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,0,-0.61559
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,1,-0.60429
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,2,-0.59277
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,3,-0.59172
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,4,-0.58591
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,5,-0.58384
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,6,-0.58026
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,7,-0.5812
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,8,-0.53917
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,9,-0.50629
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,10,-0.4981
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,11,-0.49362
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,12,-0.48068
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,13,-0.47891
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,14,-0.47541
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,15,-0.47143
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,16,-0.46853
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,17,-0.45067
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,18,-0.4458
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,19,-0.43856
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,20,-0.43104
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,21,-0.4268
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,22,-0.41943
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,23,-0.41631
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,24,-0.41016
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,25,-0.40803
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,26,-0.40546
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,27,-0.40371
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,28,-0.40094
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,29,-0.38934
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,30,-0.36389
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,31,-0.35889
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,32,-0.35399
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,33,-0.35053
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,34,-0.34411
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,35,-0.33996
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,36,-0.33586
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,37,-0.3292
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,38,-0.32468
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,39,-0.32147
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,40,-0.31947
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,41,-0.29809
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,42,-0.25242
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,43,-0.24249
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,44,-0.23558
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,45,-0.23126
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,46,-0.22595
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,47,-0.22022
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,48,-0.20782
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,49,-0.06723
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,50,-0.05625
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,51,-0.05449
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,52,-0.05469
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,53,-0.04709
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,54,-0.02449
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,55,-0.02371
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,56,-0.02346
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,57,-0.02228
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,58,0.02557
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,59,0.03119
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,60,0.03612
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,18,61,0.037
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,0,-0.61215
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,1,-0.60085
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,2,-0.58542
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,3,-0.58438
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,4,-0.57843
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,5,-0.57631
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,6,-0.57263
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,7,-0.57339
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,8,-0.53124
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,9,-0.49836
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,10,-0.4901
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,11,-0.48562
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,12,-0.47262
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,13,-0.47084
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,14,-0.46723
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,15,-0.46325
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,16,-0.46001
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,17,-0.44216
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,18,-0.43722
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,19,-0.42999
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,20,-0.42221
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,21,-0.41797
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,22,-0.4106
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,23,-0.40738
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,24,-0.40118
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,25,-0.39905
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,26,-0.39643
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,27,-0.3946
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,28,-0.39178
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,29,-0.38013
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,30,-0.35462
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,31,-0.34962
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,32,-0.34472
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,33,-0.34122
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,34,-0.33468
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,35,-0.33052
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,36,-0.32638
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,37,-0.31972
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,38,-0.3152
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,39,-0.31201
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,40,-0.30992
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,41,-0.28854
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,42,-0.24284
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,43,-0.23278
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,44,-0.22574
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,45,-0.22131
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,46,-0.21594
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,47,-0.21021
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,48,-0.19807
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,49,-0.05762
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,50,-0.04671
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,51,-0.04495
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,52,-0.04515
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,53,-0.03755
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,54,-0.01495
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,55,-0.01399
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,56,-0.01373
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,57,-0.01274
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,58,0.03506
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,59,0.04062
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,60,0.04555
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,19,61,0.04629
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,0,-0.61145
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,1,-0.60023
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,2,-0.5848
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,3,-0.58317
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,4,-0.57692
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,5,-0.5748
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,6,-0.57112
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,7,-0.57166
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,8,-0.52951
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,9,-0.49643
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,10,-0.48795
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,11,-0.48346
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,12,-0.47014
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,13,-0.46836
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,14,-0.46439
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,15,-0.46041
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,16,-0.45709
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,17,-0.4388
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,18,-0.43387
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,19,-0.42656
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,20,-0.41857
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,21,-0.41433
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,22,-0.40657
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,23,-0.40275
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,24,-0.39635
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,25,-0.39422
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,26,-0.39133
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,27,-0.38951
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,28,-0.38631
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,29,-0.37467
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,30,-0.34915
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,31,-0.34396
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,32,-0.33882
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,33,-0.33533
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,34,-0.32871
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,35,-0.32448
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,36,-0.32033
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,37,-0.31367
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,38,-0.30908
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,39,-0.30589
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,40,-0.30345
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,41,-0.28207
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,42,-0.23622
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,43,-0.22602
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,44,-0.21889
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,45,-0.2143
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,46,-0.20884
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,47,-0.20286
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,48,-0.19071
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,49,-0.05026
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,50,-0.03936
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,51,-0.03745
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,52,-0.03765
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,53,-0.03004
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,54,-0.00744
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,55,-0.00648
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,56,-0.00623
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,57,-0.00585
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,58,0.04194
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,59,0.0475
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,60,0.05195
num_amtrak_stations_80km & dest_metro_pop_weighted_sum,20,61,0.05253
service_span_hours & dest_metro_pop_weighted_sum,0,0,0.01128
service_span_hours & dest_metro_pop_weighted_sum,0,1,0.01288
service_span_hours & dest_metro_pop_weighted_sum,0,2,0.13898
service_span_hours & dest_metro_pop_weighted_sum,0,3,0.17661
service_span_hours & dest_metro_pop_weighted_sum,0,4,0.17448
service_span_hours & dest_metro_pop_weighted_sum,0,5,0.17319
service_span_hours & dest_metro_pop_weighted_sum,0,6,0.17127
service_span_hours & dest_metro_pop_weighted_sum,0,7,0.16914
service_span_hours & dest_metro_pop_weighted_sum,0,8,0.16703
service_span_hours & dest_metro_pop_weighted_sum,0,9,0.16519
service_span_hours & dest_metro_pop_weighted_sum,0,10,0.15858
service_span_hours & dest_metro_pop_weighted_sum,0,11,0.10908
service_span_hours & dest_metro_pop_weighted_sum,0,12,0.1011
service_span_hours & dest_metro_pop_weighted_sum,0,13,0.09207
service_span_hours & dest_metro_pop_weighted_sum,0,14,0.04069
service_span_hours & dest_metro_pop_weighted_sum,0,15,0.03272
service_span_hours & dest_metro_pop_weighted_sum,0,16,-0.02297
service_span_hours & dest_metro_pop_weighted_sum,0,17,-0.02638
service_span_hours & dest_metro_pop_weighted_sum,0,18,-0.03049
service_span_hours & dest_metro_pop_weighted_sum,0,19,-0.03516
service_span_hours & dest_metro_pop_weighted_sum,0,20,-0.03683
service_span_hours & dest_metro_pop_weighted_sum,0,21,-0.03834
service_span_hours & dest_metro_pop_weighted_sum,0,22,-0.04771
service_span_hours & dest_metro_pop_weighted_sum,0,23,-0.04926
service_span_hours & dest_metro_pop_weighted_sum,0,24,-0.0776
service_span_hours & dest_metro_pop_weighted_sum,0,25,-0.07878
service_span_hours & dest_metro_pop_weighted_sum,0,26,-0.06016
service_span_hours & dest_metro_pop_weighted_sum,0,27,-0.0616
service_span_hours & dest_metro_pop_weighted_sum,0,28,-0.06003
service_span_hours & dest_metro_pop_weighted_sum,0,29,-0.06165
service_span_hours & dest_metro_pop_weighted_sum,0,30,-0.0527
service_span_hours & dest_metro_pop_weighted_sum,0,31,-0.05148
service_span_hours & dest_metro_pop_weighted_sum,0,32,-0.05003
service_span_hours & dest_metro_pop_weighted_sum,0,33,-0.0507
service_span_hours & dest_metro_pop_weighted_sum,0,34,-0.05324
service_span_hours & dest_metro_pop_weighted_sum,0,35,-0.06252
service_span_hours & dest_metro_pop_weighted_sum,0,36,-0.06537
service_span_hours & dest_metro_pop_weighted_sum,0,37,-0.06824
service_span_hours & dest_metro_pop_weighted_sum,0,38,-0.08872
service_span_hours & dest_metro_pop_weighted_sum,0,39,-0.10368
service_span_hours & dest_metro_pop_weighted_sum,0,40,-0.10615
service_span_hours & dest_metro_pop_weighted_sum,0,41,-0.11204
service_span_hours & dest_metro_pop_weighted_sum,0,42,-0.1205
service_span_hours & dest_metro_pop_weighted_sum,0,43,-0.13304
service_span_hours & dest_metro_pop_weighted_sum,0,44,-0.14149
service_span_hours & dest_metro_pop_weighted_sum,0,45,-0.09895
service_span_hours & dest_metro_pop_weighted_sum,0,46,-0.09683
service_span_hours & dest_metro_pop_weighted_sum,0,47,-0.10407
service_span_hours & dest_metro_pop_weighted_sum,0,48,-0.10346
service_span_hours & dest_metro_pop_weighted_sum,0,49,-0.07852
service_span_hours & dest_metro_pop_weighted_sum,0,50,-0.05704
service_span_hours & dest_metro_pop_weighted_sum,0,51,-0.05681
service_span_hours & dest_metro_pop_weighted_sum,0,52,-0.05841
service_span_hours & dest_metro_pop_weighted_sum,0,53,-0.07519
service_span_hours & dest_metro_pop_weighted_sum,0,54,-0.11021
service_span_hours & dest_metro_pop_weighted_sum,0,55,-0.11707
service_span_hours & dest_metro_pop_weighted_sum,0,56,-0.12012
service_span_hours & dest_metro_pop_weighted_sum,0,57,-0.12062
service_span_hours & dest_metro_pop_weighted_sum,0,58,-0.11168
service_span_hours & dest_metro_pop_weighted_sum,0,59,-0.10915
service_span_hours & dest_metro_pop_weighted_sum,0,60,-0.07924
service_span_hours & dest_metro_pop_weighted_sum,0,61,-0.07877
service_span_hours & dest_metro_pop_weighted_sum,1,0,0.01231
service_span_hours & dest_metro_pop_weighted_sum,1,1,0.01391
service_span_hours & dest_metro_pop_weighted_sum,1,2,0.14
service_span_hours & dest_metro_pop_weighted_sum,1,3,0.17763
service_span_hours & dest_metro_pop_weighted_sum,1,4,0.1755
service_span_hours & dest_metro_pop_weighted_sum,1,5,0.17422
service_span_hours & dest_metro_pop_weighted_sum,1,6,0.17233
service_span_hours & dest_metro_pop_weighted_sum,1,7,0.1702
service_span_hours & dest_metro_pop_weighted_sum,1,8,0.16809
service_span_hours & dest_metro_pop_weighted_sum,1,9,0.16625
service_span_hours & dest_metro_pop_weighted_sum,1,10,0.15974
service_span_hours & dest_metro_pop_weighted_sum,1,11,0.11033
service_span_hours & dest_metro_pop_weighted_sum,1,12,0.10245
service_span_hours & dest_metro_pop_weighted_sum,1,13,0.09342
service_span_hours & dest_metro_pop_weighted_sum,1,14,0.04203
service_span_hours & dest_metro_pop_weighted_sum,1,15,0.03406
service_span_hours & dest_metro_pop_weighted_sum,1,16,-0.02126
service_span_hours & dest_metro_pop_weighted_sum,1,17,-0.02466
service_span_hours & dest_metro_pop_weighted_sum,1,18,-0.02854
service_span_hours & dest_metro_pop_weighted_sum,1,19,-0.03321
service_span_hours & dest_metro_pop_weighted_sum,1,20,-0.03488
service_span_hours & dest_metro_pop_weighted_sum,1,21,-0.0364
service_span_hours & dest_metro_pop_weighted_sum,1,22,-0.04577
service_span_hours & dest_metro_pop_weighted_sum,1,23,-0.04732
service_span_hours & dest_metro_pop_weighted_sum,1,24,-0.07566
service_span_hours & dest_metro_pop_weighted_sum,1,25,-0.07628
service_span_hours & dest_metro_pop_weighted_sum,1,26,-0.05767
service_span_hours & dest_metro_pop_weighted_sum,1,27,-0.05852
service_span_hours & dest_metro_pop_weighted_sum,1,28,-0.05694
service_span_hours & dest_metro_pop_weighted_sum,1,29,-0.05856
service_span_hours & dest_metro_pop_weighted_sum,1,30,-0.04906
service_span_hours & dest_metro_pop_weighted_sum,1,31,-0.04643
service_span_hours & dest_metro_pop_weighted_sum,1,32,-0.04443
service_span_hours & dest_metro_pop_weighted_sum,1,33,-0.0451
service_span_hours & dest_metro_pop_weighted_sum,1,34,-0.04764
service_span_hours & dest_metro_pop_weighted_sum,1,35,-0.05691
service_span_hours & dest_metro_pop_weighted_sum,1,36,-0.05977
service_span_hours & dest_metro_pop_weighted_sum,1,37,-0.06263
service_span_hours & dest_metro_pop_weighted_sum,1,38,-0.0822
service_span_hours & dest_metro_pop_weighted_sum,1,39,-0.09716
service_span_hours & dest_metro_pop_weighted_sum,1,40,-0.09909
service_span_hours & dest_metro_pop_weighted_sum,1,41,-0.10413
service_span_hours & dest_metro_pop_weighted_sum,1,42,-0.11259
service_span_hours & dest_metro_pop_weighted_sum,1,43,-0.12462
service_span_hours & dest_metro_pop_weighted_sum,1,44,-0.13252
service_span_hours & dest_metro_pop_weighted_sum,1,45,-0.08998
service_span_hours & dest_metro_pop_weighted_sum,1,46,-0.08786
service_span_hours & dest_metro_pop_weighted_sum,1,47,-0.0955
service_span_hours & dest_metro_pop_weighted_sum,1,48,-0.09525
service_span_hours & dest_metro_pop_weighted_sum,1,49,-0.07031
service_span_hours & dest_metro_pop_weighted_sum,1,50,-0.04887
service_span_hours & dest_metro_pop_weighted_sum,1,51,-0.04863
service_span_hours & dest_metro_pop_weighted_sum,1,52,-0.05024
service_span_hours & dest_metro_pop_weighted_sum,1,53,-0.0673
service_span_hours & dest_metro_pop_weighted_sum,1,54,-0.10243
service_span_hours & dest_metro_pop_weighted_sum,1,55,-0.1093
service_span_hours & dest_metro_pop_weighted_sum,1,56,-0.11235
service_span_hours & dest_metro_pop_weighted_sum,1,57,-0.11285
service_span_hours & dest_metro_pop_weighted_sum,1,58,-0.10391
service_span_hours & dest_metro_pop_weighted_sum,1,59,-0.10138
service_span_hours & dest_metro_pop_weighted_sum,1,60,-0.0715
service_span_hours & dest_metro_pop_weighted_sum,1,61,-0.07103
service_span_hours & dest_metro_pop_weighted_sum,2,0,0.01111
service_span_hours & dest_metro_pop_weighted_sum,2,1,0.01271
service_span_hours & dest_metro_pop_weighted_sum,2,2,0.13881
service_span_hours & dest_metro_pop_weighted_sum,2,3,0.17649
service_span_hours & dest_metro_pop_weighted_sum,2,4,0.1743
service_span_hours & dest_metro_pop_weighted_sum,2,5,0.17301
service_span_hours & dest_metro_pop_weighted_sum,2,6,0.17112
service_span_hours & dest_metro_pop_weighted_sum,2,7,0.16899
service_span_hours & dest_metro_pop_weighted_sum,2,8,0.16688
service_span_hours & dest_metro_pop_weighted_sum,2,9,0.16504
service_span_hours & dest_metro_pop_weighted_sum,2,10,0.15884
service_span_hours & dest_metro_pop_weighted_sum,2,11,0.10943
service_span_hours & dest_metro_pop_weighted_sum,2,12,0.10155
service_span_hours & dest_metro_pop_weighted_sum,2,13,0.09252
service_span_hours & dest_metro_pop_weighted_sum,2,14,0.04163
service_span_hours & dest_metro_pop_weighted_sum,2,15,0.03366
service_span_hours & dest_metro_pop_weighted_sum,2,16,-0.02166
service_span_hours & dest_metro_pop_weighted_sum,2,17,-0.02463
service_span_hours & dest_metro_pop_weighted_sum,2,18,-0.02851
service_span_hours & dest_metro_pop_weighted_sum,2,19,-0.03263
service_span_hours & dest_metro_pop_weighted_sum,2,20,-0.0343
service_span_hours & dest_metro_pop_weighted_sum,2,21,-0.03581
service_span_hours & dest_metro_pop_weighted_sum,2,22,-0.04518
service_span_hours & dest_metro_pop_weighted_sum,2,23,-0.04642
service_span_hours & dest_metro_pop_weighted_sum,2,24,-0.07419
service_span_hours & dest_metro_pop_weighted_sum,2,25,-0.07482
service_span_hours & dest_metro_pop_weighted_sum,2,26,-0.0562
service_span_hours & dest_metro_pop_weighted_sum,2,27,-0.05706
service_span_hours & dest_metro_pop_weighted_sum,2,28,-0.05548
service_span_hours & dest_metro_pop_weighted_sum,2,29,-0.0571
service_span_hours & dest_metro_pop_weighted_sum,2,30,-0.0476
service_span_hours & dest_metro_pop_weighted_sum,2,31,-0.04497
service_span_hours & dest_metro_pop_weighted_sum,2,32,-0.04297
service_span_hours & dest_metro_pop_weighted_sum,2,33,-0.04364
service_span_hours & dest_metro_pop_weighted_sum,2,34,-0.04538
service_span_hours & dest_metro_pop_weighted_sum,2,35,-0.05465
service_span_hours & dest_metro_pop_weighted_sum,2,36,-0.05658
service_span_hours & dest_metro_pop_weighted_sum,2,37,-0.05844
service_span_hours & dest_metro_pop_weighted_sum,2,38,-0.07801
service_span_hours & dest_metro_pop_weighted_sum,2,39,-0.09297
service_span_hours & dest_metro_pop_weighted_sum,2,40,-0.0949
service_span_hours & dest_metro_pop_weighted_sum,2,41,-0.09994
service_span_hours & dest_metro_pop_weighted_sum,2,42,-0.1084
service_span_hours & dest_metro_pop_weighted_sum,2,43,-0.12043
service_span_hours & dest_metro_pop_weighted_sum,2,44,-0.12748
service_span_hours & dest_metro_pop_weighted_sum,2,45,-0.085
service_span_hours & dest_metro_pop_weighted_sum,2,46,-0.08288
service_span_hours & dest_metro_pop_weighted_sum,2,47,-0.09051
service_span_hours & dest_metro_pop_weighted_sum,2,48,-0.09026
service_span_hours & dest_metro_pop_weighted_sum,2,49,-0.06533
service_span_hours & dest_metro_pop_weighted_sum,2,50,-0.04385
service_span_hours & dest_metro_pop_weighted_sum,2,51,-0.04362
service_span_hours & dest_metro_pop_weighted_sum,2,52,-0.04522
service_span_hours & dest_metro_pop_weighted_sum,2,53,-0.06228
service_span_hours & dest_metro_pop_weighted_sum,2,54,-0.09742
service_span_hours & dest_metro_pop_weighted_sum,2,55,-0.10428
service_span_hours & dest_metro_pop_weighted_sum,2,56,-0.1073
service_span_hours & dest_metro_pop_weighted_sum,2,57,-0.1078
service_span_hours & dest_metro_pop_weighted_sum,2,58,-0.09883
service_span_hours & dest_metro_pop_weighted_sum,2,59,-0.09623
service_span_hours & dest_metro_pop_weighted_sum,2,60,-0.06635
service_span_hours & dest_metro_pop_weighted_sum,2,61,-0.06588
service_span_hours & dest_metro_pop_weighted_sum,3,0,0.01257
service_span_hours & dest_metro_pop_weighted_sum,3,1,0.01417
