label,rmse_log,r2,mape
Fold 1,1.2537338659904362,0.5422715018671822,242.77885188076988
Fold 2,1.151122944413012,0.6069706144856657,169.87922110374117
Fold 3,1.26757996671998,0.4770185989912219,173.80522753337922
Fold 4,1.153604852804857,0.4732273471990752,146.84031142266315
Fold 5,1.2299912864471247,0.47733642118547914,584.4596052268244
CV (OOF),1.212290687717161,0.5200347331595472,263.1800254959162
