code,station_name,map_station,state_abbr,City,lat,lon,station_type,annual_ridership,match_method,has_heavy_rail,has_commuter_rail,has_light_rail,has_transit_bus,has_intercity_bus,has_air_connection,has_bikeshare,modes_served,is_metro_area,CBSA_TYPE,metro_pop,distance_to_nearest_major_city_km,num_nearby_stations,is_northeast_corridor,weekly_departures,num_routes_served,is_terminal,avg_dwell_time_sec,service_span_hours,avg_stop_sequence_pct,num_directions,avg_route_length_km,max_route_length_km,weekly_trips,pct_long_distance,pct_drove_alone,pct_public_transit,pct_rail_commute,pct_walked,pct_work_from_home,median_household_income,college_enrollment_15km
ELT,"Elizabethtown, PA","Elizabethtown, Pennsylvania",PA,Elizabethtown,40.147028,-76.612234,Station Building (with waiting room),58311.0,coord(0.20km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,158474.0,95.20152719863434,7,1,753.0,2.0,0.0,12.110091743119266,18.433333333333337,0.522512433899374,2.0,254.49911459638753,507.4388030603991,753.0,0.5,0.7332433386335603,0.0080485825834785,0.0018738788564608,0.0352580312992348,0.102724947331269,83703.0,6803.0
ELY,"Elyria, OH","Elyria, Ohio",OH,Elyria,41.370033,-82.096685,Station Building (with waiting room),13135.0,coord(0.03km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,392505.0,134.7681588597688,2,0,76.0,2.0,0.0,160.0,26.233333333333334,0.5205739459815547,2.0,1546.611427175666,1906.2991455185656,76.0,1.0,0.7860298120723043,0.0035490562266985,0.0002480893673031,0.0164497033264649,0.1000420373650152,70693.0,12650.0
EMY,"Emeryville, CA","Emeryville, California",CA,Emeryville,37.840474,-122.291615,Station Building (with waiting room),444451.0,coord(0.09km),0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,816239.0,13.117531162762123,16,0,566.0,3.0,1.0,124.5,66.15,0.5423409277504104,2.0,240.80507085580064,2971.0773284555503,566.0,0.6666666666666666,0.5360424611964035,0.092277381961467,0.0089550007294702,0.0272086369275919,0.232258500136851,126240.0,103557.0
EPH,"Ephrata, WA","Ephrata, Washington",WA,Ephrata,47.320948,-119.549267,Platform with Shelter,3727.0,coord(0.06km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,20929.0,211.39037125874532,1,0,28.0,1.0,0.0,0.0,31.5,0.5125,2.0,2822.713110579522,2822.713110579522,28.0,1.0,0.7358045258919894,0.0148549215604609,0.0,0.0181405895691609,0.0921375352862233,71115.0,0.0
ERI,"Erie, PA","Erie, Pennsylvania",PA,Erie,42.120847,-80.082444,Station Building (with waiting room),18294.0,coord(0.12km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,101431.0,246.16271115872743,0,0,48.0,1.0,0.0,360.0,5.133333333333334,0.5254261363636363,2.0,1366.7675680042164,1366.7675680042164,48.0,1.0,0.7636392253019434,0.0111665203200848,0.0,0.031726834440597,0.0815868387481568,61476.0,15142.0
ESM,"Essex, MT","Essex, Montana",MT,Essex,48.275543,-113.610942,Platform only (no shelter),1005.0,coord(0.60km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20257.0,653.4146342924504,4,0,56.0,1.0,0.0,0.0,12.116666666666667,0.5126602564102564,2.0,2822.713110579522,2822.713110579522,56.0,1.0,0.73751378903724,0.0011982197877439,0.0,0.0292707976720301,0.1469626079348777,71327.0,0.0
ESX,"Essex Junction, VT","Essex Junction, Vermont",VT,Essex Junction,44.492466,-73.110277,Station Building (with waiting room),17453.0,coord(0.02km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,51120.0,289.15895358535045,13,0,64.0,1.0,0.0,0.0,10.566666666666666,0.4352664576802507,2.0,733.2993997839959,733.2993997839959,64.0,1.0,0.6387317290647192,0.019807445306612,0.0,0.0591038882460963,0.1772055155137091,94310.0,19200.0
EUG,"Eugene, OR","Eugene, Oregon",OR,Eugene,44.055043,-123.092361,Station Building (with waiting room),120102.0,coord(0.06km),0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,157237.0,166.23114938290115,1,0,42.0,2.0,1.0,150.0,28.866666666666667,0.5316091954022989,2.0,793.1318554277583,1544.1285924710774,42.0,0.5,0.6741650920718686,0.0189174986862848,0.0001118055477912,0.0406748582864681,0.1388513098019923,69311.0,31215.0
EVR,"Everett, WA","Everett, Washington",WA,Everett,47.975401,-122.197858,Station Building (with waiting room),38289.0,coord(1.39km),0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,622175.0,42.480637989669304,5,0,56.0,2.0,0.0,90.0,48.7,0.5330357142857143,2.0,1620.1732987428104,2822.713110579522,56.0,0.5,0.6662076772519614,0.0306642979959047,0.0012984881887516,0.0167043608750763,0.18060638922778,107982.0,7230.0
EWR,"Newark, NJ","Newark, New Jersey + Newark Airport, New Jersey",NJ,Newark,40.696618,-74.18229,Station Building (with waiting room),1085753.0,coord(2.77km) (summed),0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,8287238.0,16.922254025313244,10,1,699.0,2.0,0.0,55.38461538461539,15.116666666666667,0.4950860282374115,2.0,901.0320207654968,945.2247145706848,699.0,0.5,0.5385544928842421,0.1619316393809932,0.043447284481782,0.0306834803142866,0.1422043870227105,76712.0,130272.0
EXR,"Exeter, NH","Exeter, New Hampshire",NH,Exeter,42.98102,-70.9587,Platform with Shelter,69062.0,coord(0.10km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,107553.0,69.49168407001687,10,0,416.0,1.0,0.0,0.0,17.916666666666668,0.4764432647644326,2.0,193.44273238515467,193.44273238515467,416.0,0.0,0.738910152750794,0.005979734053073,0.0011168374885116,0.0154146840862291,0.1724525053224286,113927.0,0.0
EXT,"Exton, PA","Exton, Pennsylvania",PA,Exton,40.019291,-75.621713,Station Building (with waiting room),143463.0,coord(0.03km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1539313.0,39.718174433416216,18,1,686.0,2.0,0.0,18.73170731707317,16.95,0.5360903833931093,2.0,252.2850995434999,507.4388030603991,686.0,0.5,0.6685348735925977,0.0141079371425715,0.0099812227354833,0.0193555757052183,0.2168274276575541,123041.0,22491.0
FAR,"Fargo, ND","Fargo, North Dakota",ND,Fargo,46.880982,-96.785372,Station Building (with waiting room),17710.0,coord(0.06km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,107714.0,817.3119463722138,1,0,56.0,1.0,0.0,240.0,23.266666666666666,0.5126602564102565,2.0,2822.713110579522,2822.713110579522,56.0,1.0,0.7953917893389412,0.0071043247691323,0.0003840175550882,0.0265246411264514,0.0871994148303922,75023.0,18554.0
FAY,"Fayetteville, NC","Fayetteville, North Carolina",NC,Fayetteville,35.054993,-78.884788,Station Building (with waiting room),57742.0,coord(0.03km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,21705.0,179.09061591528618,4,0,133.0,2.0,0.0,507.0967741935484,13.083333333333334,0.5508521399124484,2.0,1561.686402710162,1754.8849005438733,133.0,1.0,0.7672505682766769,0.0044563165397408,0.0,0.0496937085029601,0.0648798592471778,58780.0,20262.0
FBG,"Fredericksburg, VA","Fredericksburg, Virginia",VA,Fredericksburg,38.29808,-77.457707,Platform with Shelter,114797.0,coord(0.09km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,39358.0,75.78837141740321,9,0,368.0,3.0,0.0,127.25806451612904,25.55,0.6038780547682897,2.0,1076.572459860909,1754.8849005438733,368.0,1.0,0.6502361881289792,0.0185527486821387,0.0128705415211884,0.0483329910316971,0.1419867186965153,85368.0,4025.0
FED,"Fort Edward-Glens Falls, NY","Fort Edward, New York",NY,Fort Edward,43.269603,-73.58055,Platform only (no shelter),8590.0,coord(0.01km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,30363.0,229.12062595875676,8,0,37.0,2.0,0.0,100.0,5.35,0.5203703703703704,2.0,492.5556221659264,529.3006113987018,37.0,0.5,0.805021193348549,0.0034778828388218,0.0015215737419845,0.0227149222910553,0.0799550773466652,72342.0,2760.0
FFV,"Fairfield-Vacaville, CA","Fairfield-Vacaville, California",CA,Fairfield,38.285626,-121.967926,Station Building (with waiting room),74502.0,coord(0.22km),,,,,,,,,,,116908.0,68.79471292128038,17,0,538.0,1.0,0.0,58.84615384615385,24.75,0.5431623931623931,2.0,189.092304455608,189.092304455608,538.0,0.0,0.7419457766089109,0.0185740253712871,0.002596109220297,0.0129176980198019,0.1085579749381188,99994.0,9113.0
FLG,"Flagstaff, AZ","Flagstaff, Arizona",AZ,Flagstaff,35.197374,-111.648871,Station Building (with waiting room),31694.0,coord(0.86km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,66066.0,198.56452946553728,0,0,14.0,1.0,0.0,420.0,16.266666666666666,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.6613898057019968,0.0188622888633342,0.0,0.0742245254558759,0.115817141833062,69748.0,30915.0
FLN,"Flint, MI","Flint, Michigan",MI,Flint,43.015425,-83.651728,Station Building (with waiting room),27858.0,coord(0.32km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,15918.0,88.66884737661196,6,0,39.0,1.0,0.0,300.0,15.55,0.5909090909090909,2.0,443.045593048101,443.04559304810107,39.0,0.0,0.7913644965267574,0.0114893216892535,0.0,0.0104138506564487,0.0915443293879805,60673.0,14448.0
FLO,"Florence, SC","Florence, South Carolina",SC,Florence,34.199157,-79.757056,Station Building (with waiting room),41695.0,coord(0.04km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9101.0,151.3889157061411,3,0,133.0,2.0,0.0,472.258064516129,16.4,0.5515746525564197,2.0,1561.686402710162,1754.8849005438733,133.0,1.0,0.8110250768429716,0.0015788501268118,5.038883383442229e-05,0.00653375212053,0.0841829450593748,56650.0,7718.0
FMD,"Fort Madison, IA","Fort Madison, Iowa",IA,Fort Madison,40.629558,-91.313529,Station Building (with waiting room),5940.0,coord(1.81km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,259958.0,338.05277552223646,4,0,14.0,1.0,0.0,330.0,40.28333333333333,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.8182374125161378,0.0022423048175579,0.0,0.017666644017123,0.0561255690697832,59803.0,0.0
FMG,"Fort Morgan, CO","Fort Morgan, Colorado",CO,Fort Morgan,40.247169,-103.802818,Station Building (with waiting room),3623.0,coord(0.02km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11469.0,115.4459424175752,0,0,14.0,1.0,0.0,0.0,14.516666666666667,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.7539917208752218,0.0,0.0,0.03112063867534,0.0685245416913069,75407.0,1506.0
FMT,"Fremont, CA","Fremont, California",CA,Fremont,37.559093,-122.007496,Station Building (with waiting room),32781.0,coord(0.14km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,971495.0,26.331448878466777,18,0,266.0,1.0,0.0,120.0,13.766666666666667,0.5325396825396825,2.0,189.092304455608,189.092304455608,266.0,0.0,0.5360424611964035,0.092277381961467,0.0089550007294702,0.0272086369275919,0.232258500136851,126240.0,40889.0
FNO,"Fresno, CA","Fresno, California",CA,Fresno,36.738457,-119.782926,Station Building (with waiting room),302753.0,coord(0.06km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,501357.0,0.2020023788413208,3,0,,,,,,,,,,,,0.746893639674301,0.0086748212406083,0.0001984199000641,0.0150436160816909,0.0946099960074044,71434.0,57314.0
FRA,"Framingham, MA","Framingham, Massachusetts",MA,Framingham,42.275993,-71.420033,Platform with Shelter,1321.0,coord(0.19km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,630645.0,31.09060324642749,8,1,28.0,1.0,0.0,60.0,30.583333333333332,0.5227272727272727,2.0,1366.7675680042164,1366.7675680042164,28.0,1.0,0.5599149166798003,0.0795331755784566,0.0126366418393598,0.042381788722605,0.2224400453989357,126779.0,17600.0
FRE,"Freeport, ME","Freeport, Maine",ME,Freeport,43.855035,-70.102358,Station Building (with waiting room),32176.0,coord(0.00km),,,,,,,,,,,36450.0,183.4529350331963,5,0,416.0,1.0,0.0,0.0,21.7,0.6666666666666666,2.0,193.44273238515467,193.44273238515467,416.0,0.0,0.655516484837556,0.0097616686202025,0.0003546419018423,0.0505875634899167,0.1936284675262224,92983.0,8209.0
FTC,"Ticonderoga, NY","Fort Ticonderoga, New York",NY,Ticonderoga,43.853788,-73.389681,Platform with Shelter,1750.0,coord(1.36km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9914.0,251.68241507883496,14,0,23.0,1.0,0.0,60.0,2.716666666666667,0.4583333333333333,2.0,529.3006113987018,529.3006113987018,23.0,1.0,0.7302002800267852,0.0032872709563523,0.0003043769404029,0.0429171485968223,0.1100018262616424,70215.0,0.0
FTL,"Fort Lauderdale, FL","Fort Lauderdale, Florida",FL,Fort Lauderdale,26.119256,-80.17,Station Building (with waiting room),45989.0,coord(0.04km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,412438.0,490.52926963370953,5,0,110.0,2.0,0.0,0.0,57.766666666666666,0.4296179183135705,2.0,1779.111179739824,1906.2991455185656,110.0,1.0,0.7191265037067583,0.0201109719431168,0.0017182289214343,0.0122358415372353,0.1308459533400831,74534.0,79034.0
FTN,"Fulton, KY","Fulton, Kentucky",KY,Fulton,36.525704,-88.888772,Station Building (with waiting room),4547.0,coord(0.36km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10118.0,185.526700251444,1,0,44.0,1.0,0.0,120.0,4.75,0.525,2.0,1344.7323529178543,1344.7323529178543,44.0,1.0,0.7647628267182962,0.0,0.0,0.0387221684414327,0.0440464666021297,36834.0,0.0
FTW,"Fort Worth, TX","Fort Worth, Texas",TX,Fort Worth,32.752563,-97.326673,Station Building (with waiting room),136888.0,coord(0.44km),0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1219399.0,0.5720040306704556,2,0,102.0,2.0,1.0,1363.6363636363635,26.016666666666666,0.5829588414792906,2.0,2575.134152401614,2802.420687273947,102.0,0.5,0.7378830248295556,0.0035388992615246,0.0008542170631266,0.0108344762006677,0.1354957228131339,81905.0,64160.0
FUL,"Fullerton, CA","Fullerton, California",CA,Fullerton,33.868969,-117.922849,Station Building (with waiting room),240141.0,coord(0.00km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3826423.0,35.949104992056576,16,0,245.0,2.0,0.0,95.3846153846154,55.85,0.5328223324708256,2.0,550.9160278408035,2802.420687273947,245.0,0.5,0.6941550453422167,0.0123382316119236,0.0017661723561366,0.0176271429568594,0.1659971477405097,113702.0,136110.0
GAC,"Santa Clara, CA","Santa Clara (Great America), California",CA,Santa Clara,37.406778,-121.967003,Platform only (no shelter),83287.0,coord(2.18km),0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,971495.0,10.192311927933265,15,0,266.0,1.0,0.0,34.285714285714285,13.75,0.5325396825396825,2.0,189.092304455608,189.092304455608,266.0,0.0,0.6174415324780677,0.0269365468594617,0.0063208131818808,0.0208741252262212,0.2185230709681138,159674.0,97296.0
GAS,"Gastonia, NC","Gastonia, North Carolina",NC,Gastonia,35.269186,-81.162366,Station Building (with waiting room),2146.0,coord(0.17km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,756204.0,29.365139425577578,4,0,64.0,1.0,0.0,0.0,0.7,0.4939005267178641,2.0,1884.3234310848925,1884.3234310848925,64.0,1.0,0.7819790605021774,0.0045214490873714,0.0,0.010488279440378,0.1025016214212915,65472.0,7775.0
GBB,"Galesburg, IL","Galesburg, Illinois",IL,Galesburg,40.944678,-90.364106,Station Building (with waiting room),71850.0,coord(0.07km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,259958.0,250.81442030988944,3,0,56.0,4.0,0.0,97.5,52.016666666666666,0.5324776785714286,2.0,1632.9727583384872,2971.0773284555503,56.0,0.5,0.8047131448728627,0.0054872372740189,0.0,0.0358140218509627,0.0573710254274655,53291.0,2689.0
GCK,"Garden City, KS","Garden City, Kansas",KS,Garden City,37.964365,-100.873256,Station Building (with waiting room),6517.0,coord(0.06km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,41400.0,407.0061345927001,1,0,14.0,1.0,0.0,120.0,16.716666666666665,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.8031280761238105,0.0027343322760581,0.0,0.0079842502460899,0.0310073280104998,72437.0,1904.0
GDL,"Glendale, CA","Glendale, California",CA,Glendale,34.123706,-118.258868,Platform with Shelter,53489.0,coord(0.08km),0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3826423.0,7.923104046692044,15,0,126.0,1.0,0.0,70.9090909090909,16.033333333333335,0.5010857554823251,2.0,429.21307327684985,429.2130732768498,126.0,0.0,0.6635378427669828,0.0424863811261555,0.0012650878676097,0.024279358942809,0.1517737794229091,87760.0,249677.0
GFD,"Greenfield, MA","Greenfield, Massachusetts",MA,Greenfield,42.585458,-72.600765,Station Building (with waiting room),13291.0,coord(0.00km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,55551.0,128.8539261709279,8,0,164.0,2.0,1.0,0.0,16.466666666666665,0.5456151553852704,2.0,385.0955048451452,733.2993997839959,164.0,0.5,0.702855179128841,0.012199662075088,0.0002004639308113,0.0396059451874337,0.146968698989089,72584.0,1544.0
GFK,"Grand Forks, ND","Grand Forks, North Dakota",ND,Grand Forks,47.917522,-97.110835,Station Building (with waiting room),11036.0,coord(0.15km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52749.0,897.872819396309,0,0,56.0,1.0,0.0,0.0,20.6,0.5126602564102565,2.0,2822.713110579522,2822.713110579522,56.0,1.0,0.8019936565473493,0.009112420077531,0.0,0.0338317474701706,0.0549514172078739,68450.0,14216.0
GGW,"Glasgow, MT","Glasgow, Montana",MT,Glasgow,48.194854,-106.636188,Station Building (with waiting room),3053.0,coord(0.11km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9440.0,949.4116197119962,1,0,56.0,1.0,0.0,0.0,2.4,0.5126602564102564,2.0,2822.713110579522,2822.713110579522,56.0,1.0,0.6516034985422741,0.0096209912536443,0.0,0.0454810495626822,0.1793002915451895,64515.0,0.0
GJT,"Grand Junction, CO","Grand Junction, Colorado",CO,Grand Junction,39.064375,-108.569929,Station Building (with waiting room),27402.0,coord(0.05km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,59581.0,317.03057363698554,0,0,14.0,1.0,0.0,750.0,6.833333333333333,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.7273012580847638,0.0075457795486177,0.0,0.0237971781786425,0.1313893513085719,71485.0,10155.0
GLE,"Gainesville, TX","Gainesville, Texas",TX,Gainesville,33.625159,-97.140896,Station Building (with waiting room),7032.0,coord(0.10km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1219399.0,98.58975961211137,1,0,14.0,1.0,0.0,0.0,7.416666666666667,0.5714285714285714,2.0,302.26880367828016,302.26880367828016,14.0,0.0,0.8023966860637144,0.0035013314922576,0.0,0.0109478252293125,0.0713088075747115,72472.0,7544.0
GLM,"Gilman, IL","Gilman, Illinois",IL,Gilman,40.752547,-87.998055,Platform with Shelter,2172.0,coord(1.10km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27489.0,128.7123815303132,6,0,28.0,2.0,0.0,30.0,9.983333333333333,0.5454545454545454,2.0,481.17528758394224,481.17528758394224,28.0,0.0,0.8111609367214748,0.0027404085700049,0.0,0.0214250124564025,0.0718319216077063,62439.0,0.0
GLN,"Glenview, IL","Glenview, Illinois",IL,Glenview,42.075038,-87.805562,Station Building (with waiting room),57752.0,coord(0.10km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2705627.0,26.762776593038,10,0,152.0,3.0,0.0,49.56521739130435,64.41666666666667,0.5555741360089186,2.0,1103.9817976158456,2822.713110579522,152.0,0.6666666666666666,0.5623908408229,0.1298493884325678,0.0198611043744116,0.0393408786995817,0.1646533465359497,81797.0,65348.0
GLP,"Gallup, NM","Gallup, New Mexico",NM,Gallup,35.529176,-108.740548,Platform only (no shelter),13568.0,coord(0.08km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,22371.0,195.9605995975189,0,0,14.0,1.0,0.0,0.0,10.333333333333334,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.8002912954078135,0.0113519533927347,0.0018848526387936,0.0210332419465387,0.0959132967786154,44496.0,1677.0
GMS,"Grimsby, ON",,ON,Grimsby,43.195949,-79.557945,Platform with Shelter,,,,,,,,,,,,,62335.0,300.694851021571,8,0,,,,,,,,,,,,,,,,,,0.0
GNB,"Greensburg, PA","Greensburg, Pennsylvania",PA,Greensburg,40.304986,-79.546893,Platform with Shelter,12784.0,coord(0.04km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,306099.0,266.13522823236553,4,0,28.0,1.0,0.0,120.0,10.95,0.5275735294117647,2.0,507.4388030603991,507.4388030603991,28.0,1.0,0.7796996712377454,0.0075881882534135,0.0,0.0173503539377425,0.1182655569706483,72468.0,9254.0
GNS,"Gainesville, GA","Gainesville, Georgia",GA,Gainesville,34.288897,-83.819694,Station Building (with waiting room),4743.0,coord(0.86km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,79521.0,291.23021721830816,2,0,64.0,1.0,0.0,180.0,7.066666666666666,0.4580890729497541,2.0,1884.3234310848925,1884.3234310848925,64.0,1.0,0.7331491656800543,0.0071845622982504,0.0,0.0097649332645234,0.1090232031004928,77430.0,8612.0
GPK,"East Glacier Park, MT","East Glacier (summer only), Montana",MT,East Glacier Park,48.442333,-113.219523,Station Building (with waiting room),10996.0,coord(0.20km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20257.0,683.5221820993158,4,0,28.0,1.0,0.0,0.0,10.2,0.5126602564102564,2.0,2822.713110579522,2822.713110579522,28.0,1.0,0.6584558062512937,0.0089008486855723,0.0,0.0660318774580832,0.1473814945145932,45129.0,0.0
GRA,"Granby, CO","Granby, Colorado",CO,Granby,40.084188,-105.935503,Station Building (with waiting room),3682.0,coord(0.06km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,619390.0,89.71105065553935,2,0,14.0,1.0,0.0,0.0,3.533333333333333,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.6130551816958277,0.0252355316285329,0.0,0.060116644235083,0.2165769403319874,84558.0,0.0
GRI,"Green River, UT","Green River, Utah",UT,Green River,38.992039,-110.165228,Platform with Shelter,2551.0,coord(0.07km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,452.9638910052236,0,0,14.0,1.0,0.0,0.0,10.8,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.8127710843373493,0.0009638554216867,0.0,0.0060240963855421,0.0518072289156626,69956.0,0.0
GRO,"Greensboro, NC","Greensboro, North Carolina",NC,Greensboro,36.069797,-79.78708,Station Building (with waiting room),210652.0,coord(4.09km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,272521.0,133.7368062390942,6,0,167.0,3.0,0.0,301.5,23.466666666666665,0.508494222280987,2.0,1214.3115387558094,1884.3234310848925,167.0,0.6666666666666666,0.745009970453646,0.0148961266996837,0.0001267918960767,0.0181312411389754,0.1209748375718967,66027.0,48849.0
GRR,"Grand Rapids, MI","Grand Rapids, Michigan",MI,Grand Rapids,42.955788,-85.672447,Station Building (with waiting room),46664.0,coord(0.54km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,189054.0,183.20044118981605,3,0,14.0,1.0,1.0,0.0,17.566666666666666,0.6,2.0,201.03079227857077,201.03079227857077,14.0,0.0,0.7450862040908109,0.0157850978025131,4.4381718282605026e-05,0.0193208413590273,0.1274139956269213,80390.0,20687.0
GRV,"Greenville, SC","Greenville, South Carolina",SC,Greenville,34.858256,-82.413486,Station Building (with waiting room),8802.0,coord(0.20km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,86244.0,148.72675062474957,2,0,64.0,1.0,0.0,344.2105263157895,3.1333333333333333,0.4795759452106202,2.0,1884.3234310848925,1884.3234310848925,64.0,1.0,0.7577729407721389,0.0024783289418413,6.109901859701379e-05,0.0138351090235613,0.1244777943254286,74624.0,19150.0
GSC,"Glenwood Springs, CO","Glenwood Springs, Colorado",CO,Glenwood Springs,39.547903,-107.323218,Station Building (with waiting room),42841.0,coord(0.05km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,9532.0,201.35155284383455,0,0,14.0,1.0,0.0,390.0,3.0166666666666666,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.6921642912983342,0.0172289373985206,0.0,0.0250766732816164,0.1002465572193156,86172.0,5674.0
GTA,"Goleta, CA","Goleta, California",CA,Goleta,34.437729,-119.843092,Platform with Shelter,86988.0,coord(0.18km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,88757.0,153.17124239616257,6,0,126.0,1.0,1.0,65.45454545454545,15.55,0.5194326213151669,2.0,429.21307327684985,429.2130732768498,126.0,0.0,0.6533247224468064,0.0226972451736309,0.0002317051527282,0.0392222594703318,0.1254461556664234,95977.0,39710.0
GUA,"Guadalupe, CA","Guadalupe-Santa Maria, California",CA,Guadalupe,34.962927,-120.57341,Station Building (with waiting room),12287.0,coord(0.06km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,45415.0,209.9337065182316,4,0,70.0,1.0,0.0,85.0,13.25,0.5185028106542021,2.0,429.2130732768498,429.2130732768498,70.0,0.0,0.6533247224468064,0.0226972451736309,0.0002317051527282,0.0392222594703318,0.1254461556664234,95977.0,11491.0
GUF,"Gulfport, MS","Gulfport, Mississippi",MS,Gulfport,30.369036,-89.09478,Platform only (no shelter),2278.0,coord(0.02km),,,,,,,,,,,68887.0,538.9789228970393,5,0,28.0,1.0,0.0,120.0,11.35,0.5833333333333333,2.0,212.60092159614047,212.60092159614047,28.0,0.0,0.8023397540537599,0.002111219936881,5.441288497116117e-05,0.032615083251714,0.0565023397540537,57233.0,313.0
GUI,"Guilford, CT",,CT,Guilford,41.275369,-72.67361,Station Building (with waiting room),,,,,,,,,,,,,146110.0,125.73138123401174,18,1,,,,,,,,,,,,,,,,,,63.0
GVB,"Grover Beach, CA","Grover Beach, California",CA,Grover Beach,35.12126,-120.629266,Platform with Shelter,14563.0,coord(0.14km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,45415.0,195.33519507526088,4,0,70.0,1.0,0.0,85.0,13.766666666666667,0.5188816284989909,2.0,429.2130732768498,429.2130732768498,70.0,0.0,0.7015517751249046,0.0083269778517953,4.6693333748385186e-05,0.0438839515011906,0.140461330137434,93398.0,0.0
