code,station_name,map_station,state_abbr,City,lat,lon,station_type,annual_ridership,match_method,has_heavy_rail,has_commuter_rail,has_light_rail,has_transit_bus,has_intercity_bus,has_air_connection,has_bikeshare,modes_served,is_metro_area,CBSA_TYPE,metro_pop,distance_to_nearest_major_city_km,num_nearby_stations,is_northeast_corridor,weekly_departures,num_routes_served,is_terminal,avg_dwell_time_sec,service_span_hours,avg_stop_sequence_pct,num_directions,avg_route_length_km,max_route_length_km,weekly_trips,pct_long_distance,pct_drove_alone,pct_public_transit,pct_rail_commute,pct_walked,pct_work_from_home,median_household_income,college_enrollment_15km
LNC,"Lancaster, PA","Lancaster, Pennsylvania",PA,Lancaster,40.054181,-76.307714,Station Building (with waiting room),458299.0,coord(0.04km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,158474.0,88.75282614222225,12,1,753.0,2.0,0.0,112.29357798165138,17.85,0.5291785918404914,2.0,254.49911459638753,507.4388030603991,753.0,0.5,0.7332433386335603,0.0080485825834785,0.0018738788564608,0.0352580312992348,0.102724947331269,83703.0,15508.0
LNK,"Lincoln, NE","Lincoln, Nebraska",NE,Lincoln,40.815871,-96.71317,Station Building (with waiting room),11799.0,coord(0.24km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,262389.0,598.2376454155327,0,0,14.0,1.0,0.0,630.0,26.683333333333337,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.7614792882231705,0.0082905164155708,0.0001045023077592,0.0298005747626926,0.1006647507910244,72625.0,37201.0
LNS,"East Lansing, MI","East Lansing, Michigan",MI,East Lansing,42.718731,-84.495962,Station Building (with waiting room),73895.0,coord(0.20km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,114270.0,124.89743824114224,6,0,39.0,1.0,0.0,300.0,13.1,0.5606060606060607,2.0,443.045593048101,443.04559304810107,39.0,0.0,0.67526136454451,0.0248541516822504,9.444722942685062e-05,0.0437871885965868,0.1515950684015896,64354.0,62135.0
LOD,"Lodi, CA","Lodi, California",CA,Lodi,38.133201,-121.271887,Station Building (with waiting room),2769.0,coord(0.05km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,295386.0,102.92121810329216,16,0,,,,,,,,,,,,0.7479062557489377,0.0112731955498321,0.0043759782618529,0.0112068471544077,0.09259823332318,88531.0,847.0
LPE,"Lapeer, MI","Lapeer, Michigan",MI,Lapeer,43.04952,-83.306154,Station Building (with waiting room),8261.0,coord(0.04km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,71573.0,80.55288732100706,7,0,39.0,1.0,0.0,120.0,16.433333333333334,0.6060606060606061,2.0,443.045593048101,443.04559304810107,39.0,0.0,0.7958678708400346,0.0094271928739329,0.0,0.0103179512557218,0.0784362241741927,76228.0,0.0
LPS,"Lompoc-Surf, CA","Lompoc-Surf, California",CA,Surf,34.682704,-120.605001,Platform with Shelter,9625.0,coord(14.22km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,42230.0,227.8115536822361,4,0,70.0,1.0,0.0,30.0,12.116666666666667,0.5181239928094132,2.0,429.2130732768498,429.2130732768498,70.0,0.0,0.6533247224468064,0.0226972451736309,0.0002317051527282,0.0392222594703318,0.1254461556664234,95977.0,0.0
LRC,"Lawrence, KS","Lawrence, Kansas",KS,Lawrence,38.971166,-95.230539,Station Building (with waiting room),8294.0,coord(0.16km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,176068.0,438.4716608779607,4,0,14.0,1.0,0.0,120.0,29.45,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.6995534212216682,0.0261829749487657,0.0,0.0409720735325604,0.1412840669256415,68756.0,29321.0
LRK,"Little Rock, AR","Little Rock, Arkansas",AR,Little Rock,34.750298,-92.286785,Station Building (with waiting room),25432.0,coord(0.04km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,195279.0,208.47926217040396,1,0,76.0,1.0,0.0,810.0,24.0,0.5261906353025038,2.0,2802.420687273947,2802.420687273947,76.0,1.0,0.7743550998381004,0.0083108472746896,0.0,0.0130652995143011,0.102881813275769,60385.0,22763.0
LSE,"La Crosse, WI","La Crosse, Wisconsin",WI,La Crosse,43.833155,-91.247298,Station Building (with waiting room),39963.0,coord(8.88km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,51271.0,282.72962881049966,2,0,70.0,2.0,0.0,0.0,45.333333333333336,0.5178205128205129,2.0,2369.4747960792715,2822.713110579522,70.0,1.0,0.7576255909931848,0.0082067013488085,0.0,0.0407330687370534,0.1038092376780885,70704.0,16582.0
LSV,"Las Vegas, NM","Las Vegas, New Mexico",NM,Las Vegas,35.593432,-105.212779,Station Building (with waiting room),4165.0,coord(0.06km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,68736.0,142.21626146291428,1,0,14.0,1.0,0.0,0.0,2.966666666666667,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.725606920286485,0.0005580876197563,0.0,0.0381359873500139,0.1204539112640684,47400.0,3571.0
LTM,"Lathrop-Manteca, CA",,CA,Manteca,37.79836,-121.263658,Platform with Shelter,,,,,,,,,,,,,295386.0,74.39692979703496,15,0,,,,,,,,,,,,0.7479062557489377,0.0112731955498321,0.0043759782618529,0.0112068471544077,0.09259823332318,88531.0,850.0
LVW,"Longview, TX","Longview, Texas",TX,Longview,32.494032,-94.728322,Station Building (with waiting room),27858.0,coord(0.35km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81014.0,196.2221072088519,2,0,48.0,1.0,0.0,0.0,24.0,0.5312750601443464,2.0,2802.420687273947,2802.420687273947,48.0,1.0,0.8262682541654098,0.0013662899018755,0.0,0.0077186507443618,0.0598151072626293,64809.0,3405.0
LWA,"Leavenworth, WA","Leavenworth, Washington",WA,Leavenworth,47.606493,-120.643965,Platform with Shelter,12460.0,coord(1.66km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,32431.0,126.40728765572804,1,0,28.0,1.0,0.0,0.0,35.016666666666666,0.5125,2.0,2822.713110579522,2822.713110579522,28.0,1.0,0.7378969072164948,0.0151202749140893,0.0,0.0434364261168384,0.0856082474226804,78306.0,0.0
LYH,"Lynchburg, VA","Lynchburg, Virginia",VA,Lynchburg,37.406439,-79.156934,Station Building (with waiting room),79575.0,coord(0.08km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,76813.0,248.52099625598365,2,0,186.0,2.0,0.0,277.37704918032784,23.766666666666666,0.5972873426887408,2.0,1237.7308721734707,1884.3234310848925,186.0,1.0,0.7010765250771926,0.0200005563437091,0.0002503546691145,0.0523519430304041,0.1152465993490778,59808.0,110841.0
MAC,"Macomb, IL","Macomb, Illinois",IL,Macomb,40.461212,-90.67094,Station Building (with waiting room),40454.0,coord(0.11km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,259958.0,299.5752472028344,3,0,28.0,2.0,0.0,60.0,14.383333333333333,0.55,2.0,379.1965088122257,379.1965088122257,28.0,0.0,0.7653940399968382,0.0046636629515453,0.0,0.0539878270492451,0.0648170105130029,50434.0,7073.0
MAL,"Malta, MT","Malta, Montana",MT,Malta,48.360477,-107.872242,Station Building (with waiting room),5100.0,coord(0.07km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9440.0,985.835540426089,0,0,56.0,1.0,0.0,0.0,0.3833333333333333,0.5126602564102564,2.0,2822.713110579522,2822.713110579522,56.0,1.0,0.6165943600867679,0.0010845986984815,0.0,0.0704989154013015,0.1708242950108459,58156.0,0.0
MAT,"Mattoon, IL","Mattoon, Illinois",IL,Mattoon,39.48273,-88.376045,Station Building (with waiting room),34319.0,coord(0.06km),0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,20720.0,192.5670533803142,2,0,72.0,3.0,0.0,90.0,20.083333333333332,0.5318181818181819,2.0,1056.8799978065506,1344.7323529178543,72.0,0.3333333333333333,0.7663521582569853,0.0001367427868179,0.0001367427868179,0.0526459729249282,0.0620812252153698,56040.0,3699.0
MAY,"Maysville, KY","Maysville, Kentucky",KY,Maysville,38.652148,-83.771074,Station Building (with waiting room),2610.0,coord(0.06km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,17000.0,160.04563225564291,1,0,22.0,1.0,0.0,0.0,4.5,0.57421875,2.0,1145.2593396084626,1145.2593396084626,22.0,1.0,0.8647288988261599,0.0,0.0,0.0184460592509782,0.0640022358859698,51473.0,4296.0
MBY,"Middlebury, VT","Middlebury (Amtrak Station), VT",VT,Middlebury,44.017425,-73.169775,Platform with Shelter,8630.0,coord(0.06km),,,,,,,,,,,18142.0,251.4057777021491,15,0,14.0,1.0,0.0,60.0,10.066666666666666,0.5333333333333333,2.0,419.0656437003757,419.0656437003757,14.0,0.0,0.6780952380952381,0.0042213642213642,0.0,0.0741312741312741,0.1559330759330759,88478.0,2857.0
MCB,"McComb, MS","McComb, Mississippi",MS,McComb,31.244467,-90.451334,Station Building (with waiting room),4024.0,coord(0.56km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,49609.0,435.7552849252952,2,0,44.0,1.0,0.0,120.0,23.433333333333337,0.525,2.0,1344.7323529178543,1344.7323529178543,44.0,1.0,0.8097491717936584,0.0035156514096409,0.0,0.0118991278480156,0.027381515786627,41578.0,1752.0
MCD,"Merced, CA","Merced, California",CA,Merced,37.307183,-120.476805,Station Building (with waiting room),135210.0,coord(0.08km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,79831.0,88.08575759954297,5,0,,,,,,,,,,,,0.7677476470040071,0.0043798341254309,0.0,0.0244711583263442,0.0635448700027956,65044.0,21535.0
MCG,"McGregor, TX","McGregor, Texas",TX,McGregor,31.443352,-97.404756,Station Building (with waiting room),4370.0,coord(0.67km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,126534.0,134.30038124943016,1,0,88.0,1.0,0.0,0.0,28.55,0.5807948166508712,2.0,2802.420687273947,2802.420687273947,88.0,1.0,0.7898544691621153,0.0035383641934194,0.0,0.019273677900626,0.0856533901691754,63888.0,0.0
MCK,"McCook, NE","McCook, Nebraska",NE,McCook,40.197634,-100.625792,Station Building (with waiting room),3264.0,coord(0.04km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7673.0,374.9073421995881,0,0,14.0,1.0,0.0,0.0,19.35,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.8751908396946565,0.0,0.0,0.0198473282442748,0.0557251908396946,60000.0,0.0
MDN,"Meriden, CT","Meriden, Connecticut",CT,Meriden,41.539385,-72.800678,Platform with Shelter,26578.0,coord(0.06km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,130955.0,133.98152701660302,18,1,524.0,4.0,0.0,4.787234042553192,18.35,0.5156104118717559,2.0,458.9042981553581,945.2247145706848,524.0,0.5,,,,,,,6937.0
MDR,"Madera, CA","Madera, California",CA,Madera,37.022471,-120.07498,Platform with Shelter,25476.0,coord(7.29km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,501357.0,40.699296089092485,4,0,,,,,,,,,,,,0.7255789239128572,0.0029653245573438,0.0003085308787987,0.0200545071219211,0.0844860389777343,75496.0,5825.0
MDS,"Madison, CT",,CT,Madison,41.283527,-72.59704,Station Building (with waiting room),,,,,,,,,,,,,130955.0,131.8123942213703,17,1,,,,,,,,,,,,,,,,,,63.0
MDT,"Mendota, IL","Mendota, Illinois",IL,Mendota,41.549584,-89.11792,Station Building (with waiting room),18178.0,coord(0.07km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,18489.0,129.15775102995522,4,0,42.0,3.0,0.0,60.0,51.81666666666667,0.5385416666666667,2.0,1186.9379016327996,2802.420687273947,42.0,0.3333333333333333,0.8404016095944453,0.0012821524380621,0.0,0.0172597443585292,0.0455854505286413,72281.0,0.0
MEI,"Meridian, MS","Meridian, Mississippi",MS,Meridian,32.364166,-88.696568,Station Building (with waiting room),8932.0,coord(0.05km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,77855.0,334.03029766895264,0,0,64.0,1.0,0.0,322.10526315789474,26.783333333333335,0.4222776191816439,2.0,1884.3234310848925,1884.3234310848925,64.0,1.0,0.8028164291701593,0.001173512154233,0.0,0.0170997485331098,0.0445934618608549,50033.0,2556.0
MEM,"Memphis, TN","Memphis, Tennessee",TN,Memphis,35.132458,-90.059109,Station Building (with waiting room),65941.0,coord(0.02km),0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,655975.0,1.96336537170161,0,0,44.0,1.0,0.0,990.0,10.166666666666666,0.525,2.0,1344.7323529178543,1344.7323529178543,44.0,1.0,0.7834490135488471,0.0054290468267173,0.0,0.0125600190159258,0.093936296648443,62337.0,35211.0
MET,"Metropark, NJ","Metropark, New Jersey",NJ,Iselin,40.568056,-74.329583,Station Building (with waiting room),368392.0,coord(0.15km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,8287238.0,34.11790248140955,10,1,1411.0,7.0,0.0,77.18696397941682,36.68333333333333,0.5378306938250449,2.0,891.5600249841419,1884.3234310848925,1411.0,0.8571428571428571,0.6314846762257605,0.0633619917607021,0.0310811957351735,0.0281964987697615,0.1612272217351546,109028.0,89179.0
MHL,"Marshall, TX","Marshall, Texas",TX,Marshall,32.551549,-94.366995,Station Building (with waiting room),14484.0,coord(0.03km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,81014.0,228.82459847890465,1,0,76.0,1.0,1.0,855.0,24.0,0.5296990555110042,2.0,2802.420687273947,2802.420687273947,76.0,1.0,0.7997114459762744,0.0004488618146841,0.0,0.0185315806348188,0.0623276691247194,66040.0,2469.0
MIA,"Miami, FL","Miami, Florida",FL,Miami,25.849554,-80.257759,Station Building (with waiting room),89463.0,coord(0.05km),0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,412438.0,516.9470316632694,4,0,110.0,2.0,1.0,0.0,59.06666666666667,0.4174967061923583,2.0,1779.111179739824,1906.2991455185656,110.0,1.0,0.7071461239251154,0.0326386048273769,0.0009992256755716,0.0201497932870751,0.1229583419495164,68694.0,99578.0
MID,"Middletown, PA","Middletown, Pennsylvania",PA,Middletown,40.195658,-76.736482,Platform with Shelter,66252.0,coord(0.51km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,158474.0,101.1809919577777,5,1,652.0,1.0,0.0,5.42713567839196,18.666666666666668,0.5291377756312725,2.0,249.7712699522004,249.7712699522004,652.0,0.0,0.708057328676382,0.0140204461888332,0.000347145964251,0.0276087310752314,0.1481746498430758,74159.0,10555.0
MIN,"Mineola, TX","Mineola, Texas",TX,Mineola,32.662049,-95.4891,Station Building (with waiting room),7422.0,coord(0.10km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98298.0,123.00262873350198,1,0,48.0,1.0,0.0,0.0,24.0,0.5322106388666132,2.0,2802.420687273947,2802.420687273947,48.0,1.0,0.7546961966604824,0.0024350649350649,0.0,0.0151901669758812,0.0961270871985157,62524.0,0.0
MJY,"Mount Joy, PA","Mount Joy, Pennsylvania",PA,Mount Joy,40.109165,-76.503443,Platform with Shelter,27540.0,coord(0.05km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,158474.0,91.45369786309143,9,1,604.0,1.0,0.0,3.8095238095238098,18.216666666666665,0.5319536374508363,2.0,249.7712699522004,249.7712699522004,604.0,0.0,0.7332433386335603,0.0080485825834785,0.0018738788564608,0.0352580312992348,0.102724947331269,83703.0,2239.0
MKA,"Milwaukee Airport-Trains, WI","Milwaukee Airport, Wisconsin",WI,Milwaukee,42.940583,-87.924359,Station Building (with waiting room),123946.0,coord(0.13km),0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,597435.0,10.499016591189022,2,0,96.0,2.0,0.0,68.0,20.666666666666668,0.6051282051282051,2.0,187.32509736855147,556.5215380782699,96.0,0.5,0.7083186932980171,0.0370640647945439,0.0003716316657206,0.0299895492670973,0.1265957638494734,62118.0,33318.0
MKE,"Milwaukee-Downtown, WI","Milwaukee, Wisconsin",WI,Milwaukee,43.034518,-87.917104,Station Building (with waiting room),555161.0,coord(0.08km),0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,597435.0,0.4414978907281727,2,0,152.0,3.0,1.0,224.34782608695653,62.18333333333333,0.5816610925306577,2.0,1103.9817976158456,2822.713110579522,152.0,0.6666666666666666,0.7083186932980171,0.0370640647945439,0.0003716316657206,0.0299895492670973,0.1265957638494734,62118.0,58665.0
MKS,"Marks, MS","Marks, Mississippi",MS,Marks,34.258227,-90.272342,Platform with Shelter,5455.0,coord(0.20km),,,,,,,,,,,17757.0,101.08575605666152,0,0,44.0,1.0,0.0,120.0,13.866666666666667,0.525,2.0,1344.7323529178543,1344.7323529178543,44.0,1.0,0.8020477815699659,0.0,0.0,0.0034129692832764,0.0643588493417845,32131.0,0.0
MNG,"Montgomery, WV","Montgomery, West Virginia",WV,Montgomery,38.180743,-81.32403,Platform with Shelter,618.0,coord(0.01km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,17700.0,245.32996579691633,5,0,22.0,1.0,0.0,0.0,12.533333333333331,0.53515625,2.0,1145.2593396084626,1145.2593396084626,22.0,1.0,0.7781687662748962,0.000914913083257,0.0,0.0281511717925258,0.0608769090013371,52672.0,0.0
MOD,"Modesto, CA","Modesto, California",CA,Modesto,37.668951,-120.912913,Station Building (with waiting room),105596.0,coord(0.15km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,295386.0,92.90345837792704,10,0,,,,,,,,,,,,0.7858752430455702,0.0065670591164086,0.0003562522265764,0.0142200436945501,0.0694133856408891,79661.0,17974.0
MOE,"Mobile, AL","Mobile, Alabama",AL,Mobile,30.690852,-88.03829,Platform only (no shelter),12356.0,coord(0.06km),,,,,,,,,,,194806.0,530.1121939570023,1,0,28.0,1.0,1.0,0.0,14.733333333333333,0.5833333333333333,2.0,212.60092159614047,212.60092159614047,28.0,0.0,0.8323300926767218,0.0037309194984553,0.0001078956932582,0.0097901144830092,0.0749363983281846,58119.0,20832.0
MOT,"Minot, ND","Minot, North Dakota",ND,Minot,48.236083,-101.298557,Station Building (with waiting room),18775.0,coord(0.06km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,43061.0,989.4569052481226,0,0,56.0,1.0,0.0,2700.0,13.033333333333331,0.5126602564102564,2.0,2822.713110579522,2822.713110579522,56.0,1.0,0.7916916045486697,0.0008705587899232,0.0,0.0174927906850209,0.0555797377441645,79273.0,2741.0
MPK,"Moorpark, CA","Moorpark, California",CA,Moorpark,34.28476,-118.878059,Platform only (no shelter),37744.0,coord(0.11km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,200080.0,63.8476193009405,13,0,126.0,1.0,0.0,60.0,13.9,0.5178740816861768,2.0,429.21307327684985,429.2130732768498,126.0,0.0,0.7225793085200652,0.007263759332433,0.0011457269874868,0.0161574962745151,0.1408620160301932,107327.0,17504.0
MPR,"Montpelier-Berlin, VT","Montpelier, Vermont",VT,Montpelier,44.255749,-72.606394,Station Building (with waiting room),8035.0,coord(0.26km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9348.0,245.09651776817628,13,0,64.0,1.0,0.0,0.0,9.15,0.4475966562173459,2.0,733.2993997839959,733.2993997839959,64.0,1.0,0.7023142903382424,0.0066030101958245,0.0,0.0382262502022981,0.1784754814694934,79853.0,9137.0
MRB,"Martinsburg, WV","Martinsburg, West Virginia",WV,Martinsburg,39.458661,-77.961014,Station Building (with waiting room),9082.0,coord(0.06km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65965.0,101.37789609690608,2,0,28.0,1.0,0.0,0.0,6.516666666666667,0.5108695652173912,2.0,1906.2991455185656,1906.2991455185656,28.0,1.0,0.7939192959520431,0.0039060631666214,0.0009247006680165,0.0114471565454458,0.094861534046522,77329.0,11729.0
MRC,"Maricopa, AZ","Maricopa, Arizona",AZ,Maricopa,33.056191,-112.047592,Station Building (with waiting room),14830.0,coord(0.25km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1465114.0,43.508616905446935,0,0,42.0,2.0,0.0,1500.0,63.11666666666667,0.5338266384778013,2.0,2769.035463748684,2802.420687273947,42.0,1.0,0.7075284154723932,0.0016903275079743,5.615706006559145e-05,0.014482905790916,0.1485185767554697,77588.0,0.0
MSP,"St. Paul-Minneapolis, MN","St. Paul-Minneapolis, Minnesota",MN,St. Paul,44.947661,-93.085355,Station Building (with waiting room),199613.0,coord(8.13km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,388253.0,464.4387101787865,1,0,70.0,2.0,1.0,816.0,45.016666666666666,0.5178205128205129,2.0,2369.4747960792715,2822.713110579522,70.0,1.0,0.6363442500298188,0.0448438759392925,0.0001048176353864,0.0276031821188342,0.1834236331238185,81004.0,203728.0
MSS,"Manassas, VA","Manassas, Virginia",VA,Manassas,38.750084,-77.472577,Station Building (with waiting room),52758.0,coord(0.11km),0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,620427.0,41.05729535963652,10,0,208.0,3.0,0.0,106.08695652173913,33.18333333333333,0.5644111372745217,2.0,1227.0095350644845,1884.3234310848925,208.0,1.0,0.6942649252045013,0.0228227956794866,0.0148235187779635,0.0101233786776336,0.123785420526958,117919.0,276.0
MTP,"Mount Pleasant, IA","Mount Pleasant, Iowa",IA,Mount Pleasant,40.971179,-91.550772,Station Building (with waiting room),9228.0,coord(0.47km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10995.0,342.43289987263233,3,0,14.0,1.0,0.0,0.0,39.81666666666667,0.5142857142857142,2.0,2971.0773284555503,2971.0773284555503,14.0,1.0,0.8071943972835314,0.0,0.0,0.0114601018675721,0.0714134125636672,64604.0,27.0
MTR,"Montreal, QC",,QC,Montreal,45.500169,-73.565767,Station Building (with waiting room),,,,,,,,,,,,,19807.0,402.64310790396354,2,0,23.0,1.0,1.0,0.0,9.1,0.2916666666666667,2.0,529.3006113987018,529.3006113987018,23.0,1.0,,,,,,,0.0
MTZ,"Martinez, CA","Martinez, California",CA,Martinez,38.018921,-122.138784,Station Building (with waiting room),267797.0,coord(0.23km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,816239.0,36.27343176572783,20,0,566.0,3.0,0.0,63.0,66.11666666666666,0.5423481116584565,2.0,240.80507085580064,2971.0773284555503,566.0,0.6666666666666666,0.6080419403921455,0.0652452171655621,0.0122482386621764,0.0182894290885752,0.1919209218809718,125727.0,19341.0
MVN,"Malvern, AR","Malvern, Arkansas",AR,Malvern,34.365484,-92.814018,Platform with Shelter,2007.0,coord(0.16km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,35414.0,266.96241617823216,2,0,76.0,1.0,0.0,0.0,24.0,0.5268923193442039,2.0,2802.420687273947,2802.420687273947,76.0,1.0,0.8099103928927013,0.0029869035766255,0.0,0.0188404687140997,0.0264991958336524,52644.0,2028.0
MVW,"Mount Vernon, WA","Mount Vernon, Washington",WA,Mount Vernon,48.41847,-122.334738,Station Building (with waiting room),15256.0,coord(1.94km),0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,81517.0,90.58426920421948,4,0,28.0,1.0,0.0,120.0,9.85,0.5535714285714286,2.0,417.63348690609894,417.63348690609894,28.0,0.0,0.7541582220979803,0.0064469914040114,0.0,0.0206862813613809,0.1078517017261863,85474.0,4098.0
MYS,"Mystic, CT","Mystic, Connecticut",CT,Mystic,41.350934,-71.963093,Station Building (with waiting room),48883.0,coord(0.34km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40145.0,134.90987432395258,15,1,268.0,1.0,0.0,64.13793103448276,22.716666666666665,0.4698979228324601,2.0,945.2247145706848,945.2247145706848,268.0,1.0,,,,,,,4050.0
MYU,"Seaside-Marina, CA",,CA,Seaside-Marina,36.653516,-121.801379,Curbside Bus Stop only (no shelter),,,,,,,,,,,,,152667.0,77.10424215277038,3,0,,,,,,,,,,,,0.6999388216518154,0.0129964090969543,0.0001170368400053,0.028993217183136,0.0914110919005186,94486.0,26472.0
NBK,"New Brunswick, NJ","New Brunswick, New Jersey",NJ,New Brunswick,40.496522,-74.446265,Station Building (with waiting room),53435.0,coord(0.23km),0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,8287238.0,46.72305748145298,10,1,281.0,3.0,0.0,76.2,15.95,0.4607572191954932,2.0,871.2059732997791,945.2247145706848,281.0,0.6666666666666666,0.6314846762257605,0.0633619917607021,0.0310811957351735,0.0281964987697615,0.1612272217351546,109028.0,67258.0
NBN,"Newbern-Dyersburg, TN","Newbern-Dyersberg, Tennessee",TN,Newbern,36.112711,-89.262264,Station Building (with waiting room),4008.0,coord(0.07km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,17032.0,128.73194703797282,1,0,44.0,1.0,0.0,120.0,6.15,0.525,2.0,1344.7323529178543,1344.7323529178543,44.0,1.0,0.8813462635482031,0.0,0.0,0.0021550358116245,0.0450022184192178,54973.0,5445.0
NBU,"New Buffalo, MI","New Buffalo, Michigan",MI,New Buffalo,41.796656,-86.745782,Platform with Shelter,32572.0,coord(1.08km),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,101012.0,73.31856076669895,9,0,115.0,2.0,0.0,325.7142857142857,12.966666666666669,0.4719375862233005,2.0,393.349024984504,443.04559304810107,115.0,0.0,0.7737833068385667,0.0027418437440751,0.0001604270275788,0.0273601003398136,0.1022941064943777,63152.0,0.0
NCR,"New Carrollton, MD","New Carrollton, Maryland",MD,New Carrollton,38.948098,-76.871494,Station Building (with waiting room),244906.0,coord(0.84km),1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,620889.0,15.46114856037674,9,1,890.0,3.0,0.0,65.63002680965147,24.166666666666668,0.5680583033210012,2.0,938.3750939314884,1155.969557259368,890.0,1.0,0.6115494444795474,0.0859808283787281,0.0041274221853528,0.0172984849812788,0.1543370544677052,100708.0,159218.0
NDL,"Needles, CA","Needles, California",CA,Needles,34.840616,-114.606188,Platform only (no shelter),7395.0,coord(0.13km),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,52829.0,155.3870713089259,1,0,14.0,1.0,0.0,210.0,24.566666666666663,0.515625,2.0,2802.420687273947,2802.420687273947,14.0,1.0,0.7523177527674346,0.0090209543341766,0.0024123120371849,0.0145264051507484,0.0995110235095357,82184.0,0.0
